time,gFx,gFy,gFz,ax,ay,az
2022-12-08 18:22:00.8980,-0.025,-0.389,-0.887,-0.16,1.06,-0.5
2022-12-08 18:22:00.9020,-0.026,-0.379,-0.867,-0.23,1.04,-0.7
2022-12-08 18:22:00.9120,-0.019,-0.373,-0.853,-0.24,0.93,-0.89
2022-12-08 18:22:00.9220,-0.018,-0.363,-0.853,-0.32,0.86,-1.02
2022-12-08 18:22:00.9320,-0.015,-0.354,-0.859,-0.34,0.77,-1.03
2022-12-08 18:22:00.9420,-0.014,-0.355,-0.869,-0.37,0.69,-0.97
2022-12-08 18:22:00.9520,-0.015,-0.357,-0.886,-0.37,0.72,-0.88
2022-12-08 18:22:00.9630,-0.012,-0.358,-0.91,-0.36,0.76,-0.72
2022-12-08 18:22:00.9720,-0.012,-0.357,-0.929,-0.38,0.79,-0.49
2022-12-08 18:22:00.9830,-0.019,-0.348,-0.938,-0.32,0.73,-0.22
2022-12-08 18:22:00.9940,-0.023,-0.336,-0.942,-0.32,0.73,-0.22
2022-12-08 18:22:01.0030,-0.02,-0.328,-0.938,-0.28,0.62,-0.19
2022-12-08 18:22:01.0130,-0.013,-0.319,-0.935,-0.31,0.54,-0.23
2022-12-08 18:22:01.0230,-0.008,-0.315,-0.93,-0.38,0.45,-0.26
2022-12-08 18:22:01.0330,-0.004,-0.312,-0.919,-0.42,0.41,-0.31
2022-12-08 18:22:01.0430,-0.002,-0.318,-0.907,-0.46,0.38,-0.41
2022-12-08 18:22:01.0530,-0.008,-0.327,-0.893,-0.47,0.44,-0.54
2022-12-08 18:22:01.0630,-0.022,-0.337,-0.884,-0.4,0.55,-0.67
2022-12-08 18:22:01.0730,-0.035,-0.347,-0.885,-0.26,0.66,-0.77
2022-12-08 18:22:01.0830,-0.047,-0.352,-0.895,-0.13,0.78,-0.77
2022-12-08 18:22:01.0930,-0.059,-0.35,-0.907,-0.01,0.84,-0.67
2022-12-08 18:22:01.1030,-0.063,-0.346,-0.921,0.1,0.84,-0.56
2022-12-08 18:22:01.1130,-0.058,-0.338,-0.935,0.14,0.82,-0.42
2022-12-08 18:22:01.1230,-0.052,-0.326,-0.937,0.09,0.76,-0.29
2022-12-08 18:22:01.1330,-0.051,-0.32,-0.934,0.04,0.66,-0.28
2022-12-08 18:22:01.1430,-0.053,-0.326,-0.931,0.04,0.61,-0.32
2022-12-08 18:22:01.1530,-0.057,-0.338,-0.927,0.06,0.68,-0.35
2022-12-08 18:22:01.1630,-0.065,-0.351,-0.923,0.1,0.81,-0.38
2022-12-08 18:22:01.1730,-0.075,-0.362,-0.912,0.19,0.95,-0.43
2022-12-08 18:22:01.1830,-0.083,-0.374,-0.9,0.29,1.07,-0.54
2022-12-08 18:22:01.1930,-0.091,-0.387,-0.891,0.37,1.2,-0.66
2022-12-08 18:22:01.2030,-0.094,-0.392,-0.884,0.45,1.34,-0.76
2022-12-08 18:22:01.2130,-0.09,-0.39,-0.883,0.49,1.41,-0.83
2022-12-08 18:22:01.2230,-0.081,-0.384,-0.881,0.46,1.4,-0.84
2022-12-08 18:22:01.2330,-0.079,-0.378,-0.88,0.37,1.36,-0.86
2022-12-08 18:22:01.2430,-0.082,-0.372,-0.887,0.37,1.32,-0.88
2022-12-08 18:22:01.2530,-0.084,-0.367,-0.903,0.41,1.28,-0.81
2022-12-08 18:22:01.2630,-0.074,-0.356,-0.92,0.44,1.25,-0.67
2022-12-08 18:22:01.2730,-0.068,-0.352,-0.936,0.36,1.16,-0.51
2022-12-08 18:22:01.2830,-0.062,-0.352,-0.939,0.31,1.13,-0.35
2022-12-08 18:22:01.2930,-0.07,-0.342,-0.925,0.27,1.13,-0.32
2022-12-08 18:22:01.3030,-0.068,-0.349,-0.91,0.37,1.04,-0.46
2022-12-08 18:22:01.3130,-0.065,-0.358,-0.902,0.36,1.1,-0.6
2022-12-08 18:22:01.3240,-0.073,-0.363,-0.888,0.35,1.18,-0.68
2022-12-08 18:22:01.3340,-0.077,-0.363,-0.868,0.44,1.22,-0.81
2022-12-08 18:22:01.3440,-0.078,-0.366,-0.842,0.48,1.21,-1.01
2022-12-08 18:22:01.3540,-0.078,-0.37,-0.818,0.51,1.24,-1.27
2022-12-08 18:22:01.3630,-0.077,-0.374,-0.812,0.52,1.29,-1.51
2022-12-08 18:22:01.3740,-0.077,-0.381,-0.826,0.51,1.33,-1.57
2022-12-08 18:22:01.3840,-0.081,-0.392,-0.863,0.5,1.41,-1.43
2022-12-08 18:22:01.3940,-0.098,-0.394,-0.896,0.51,1.52,-1.07
2022-12-08 18:22:01.4040,-0.119,-0.381,-0.908,0.66,1.53,-0.74
2022-12-08 18:22:01.4140,-0.129,-0.371,-0.916,0.84,1.4,-0.62
2022-12-08 18:22:01.4240,-0.139,-0.374,-0.902,0.93,1.29,-0.54
2022-12-08 18:22:01.4340,-0.132,-0.386,-0.897,1.01,1.32,-0.67
2022-12-08 18:22:01.4440,-0.121,-0.397,-0.888,0.91,1.43,-0.72
2022-12-08 18:22:01.4540,-0.11,-0.393,-0.831,0.74,1.54,-0.81
2022-12-08 18:22:01.4640,-0.077,-0.27,-0.767,0.52,1.55,-1.37
2022-12-08 18:22:01.4740,-0.055,-0.205,-0.786,0.08,0.43,-2.01
2022-12-08 18:22:01.4840,-0.113,-0.248,-0.848,-0.24,-0.08,-1.85
2022-12-08 18:22:01.4940,-0.145,-0.262,-0.912,0.23,0.52,-1.27
2022-12-08 18:22:01.5040,-0.142,-0.28,-1.021,0.45,0.84,-0.67
2022-12-08 18:22:01.5140,-0.208,-0.275,-1.103,0.33,1.19,0.38
2022-12-08 18:22:01.5240,-0.272,-0.238,-1.132,0.9,1.3,1.17
2022-12-08 18:22:01.5340,-0.307,-0.207,-1.124,1.45,1.07,1.45
2022-12-08 18:22:01.5440,-0.331,-0.211,-1.12,1.73,0.87,1.37
2022-12-08 18:22:01.5540,-0.335,-0.24,-1.147,1.9,0.98,1.33
2022-12-08 18:22:01.5640,-0.333,-0.253,-1.171,1.9,1.28,1.59
2022-12-08 18:22:01.5740,-0.32,-0.255,-1.184,1.86,1.39,1.84
2022-12-08 18:22:01.5840,-0.285,-0.308,-1.161,1.75,1.35,1.97
2022-12-08 18:22:01.5940,-0.277,-0.374,-1.055,1.43,1.77,1.75
2022-12-08 18:22:01.6040,-0.292,-0.424,-0.939,1.34,2.32,0.72
2022-12-08 18:22:01.6140,-0.296,-0.441,-0.866,1.45,2.75,-0.4
2022-12-08 18:22:01.6240,-0.278,-0.42,-0.83,1.44,2.87,-1.1
2022-12-08 18:22:01.6340,-0.234,-0.349,-0.903,1.22,2.64,-1.45
2022-12-08 18:22:01.6440,-0.171,-0.266,-1.013,0.79,1.94,-0.73
2022-12-08 18:22:01.6540,-0.149,-0.212,-1.042,0.2,1.13,0.35
2022-12-08 18:22:01.6640,-0.061,-0.01,-1.153,0.03,0.59,0.62
