time,gFx,gFy,gFz,ax,ay,az
2022-12-08 18:23:02.8440,0.05,-0.405,-0.915,-0.11,0.59,-0.03
2022-12-08 18:24:00.9340,0.045,-0.404,-0.897,-0.22,0.49,-0.2
2022-12-08 18:24:00.9420,0.029,-0.397,-0.887,-0.2,0.48,-0.38
2022-12-08 18:24:00.9530,0.017,-0.39,-0.892,-0.07,0.42,-0.48
2022-12-08 18:24:00.9620,0.005,-0.386,-0.908,0.02,0.37,-0.43
2022-12-08 18:24:00.9720,-0.006,-0.38,-0.927,0.13,0.35,-0.29
2022-12-08 18:24:00.9820,-0.013,-0.37,-0.943,0.22,0.31,-0.11
2022-12-08 18:24:00.9920,-0.012,-0.36,-0.949,0.29,0.24,0.05
2022-12-08 18:24:01.0020,-0.001,-0.352,-0.945,0.28,0.16,0.09
2022-12-08 18:24:01.0120,0.012,-0.344,-0.933,0.17,0.09,0.05
2022-12-08 18:24:01.0220,0.015,-0.343,-0.913,0.03,0.02,-0.07
2022-12-08 18:24:01.0320,0.001,-0.348,-0.899,-0.01,0.01,-0.27
2022-12-08 18:24:01.0420,-0.02,-0.355,-0.894,0.12,0.07,-0.41
2022-12-08 18:24:01.0530,-0.032,-0.355,-0.895,0.31,0.14,-0.46
2022-12-08 18:24:01.0630,-0.037,-0.358,-0.898,0.42,0.14,-0.44
2022-12-08 18:24:01.0720,-0.041,-0.364,-0.889,0.46,0.17,-0.42
2022-12-08 18:24:01.0830,-0.043,-0.378,-0.872,0.49,0.24,-0.51
2022-12-08 18:24:01.0930,-0.044,-0.397,-0.852,0.51,0.39,-0.68
2022-12-08 18:24:01.1030,-0.045,-0.417,-0.828,0.52,0.58,-0.89
2022-12-08 18:24:01.1130,-0.038,-0.43,-0.815,0.52,0.8,-1.13
2022-12-08 18:24:01.1230,-0.03,-0.43,-0.82,0.44,0.94,-1.26
2022-12-08 18:24:01.1330,-0.031,-0.425,-0.845,0.34,0.97,-1.22
2022-12-08 18:24:01.1430,-0.037,-0.416,-0.881,0.32,0.94,-0.98
2022-12-08 18:24:01.1530,-0.041,-0.413,-0.921,0.34,0.89,-0.64
2022-12-08 18:24:01.1630,-0.04,-0.412,-0.958,0.35,0.9,-0.26
2022-12-08 18:24:01.1730,-0.048,-0.405,-0.986,0.32,0.92,0.09
2022-12-08 18:24:01.1830,-0.048,-0.408,-0.998,0.38,0.88,0.36
2022-12-08 18:24:01.1930,-0.049,-0.415,-0.993,0.36,0.94,0.46
2022-12-08 18:24:01.2030,-0.049,-0.421,-0.979,0.34,1.03,0.41
2022-12-08 18:24:01.2130,-0.049,-0.427,-0.959,0.33,1.12,0.26
2022-12-08 18:24:01.2230,-0.052,-0.43,-0.933,0.31,1.19,0.06
2022-12-08 18:24:01.2330,-0.046,-0.431,-0.914,0.31,1.24,-0.2
2022-12-08 18:24:01.2430,-0.044,-0.429,-0.899,0.25,1.25,-0.39
2022-12-08 18:24:01.2530,-0.044,-0.424,-0.883,0.21,1.24,-0.54
2022-12-08 18:24:01.2630,-0.042,-0.42,-0.868,0.19,1.21,-0.7
2022-12-08 18:24:01.2730,-0.043,-0.418,-0.853,0.17,1.18,-0.85
2022-12-08 18:24:01.2830,-0.047,-0.414,-0.842,0.16,1.17,-0.99
2022-12-08 18:24:01.2930,-0.049,-0.406,-0.835,0.19,1.14,-1.11
2022-12-08 18:24:01.3030,-0.043,-0.399,-0.825,0.21,1.07,-1.18
2022-12-08 18:24:01.3130,-0.037,-0.39,-0.822,0.14,1.02,-1.28
2022-12-08 18:24:01.3230,-0.032,-0.387,-0.823,0.07,0.95,-1.32
2022-12-08 18:24:01.3330,-0.027,-0.381,-0.832,0.01,0.93,-1.32
2022-12-08 18:24:01.3430,-0.024,-0.374,-0.841,-0.04,0.9,-1.23
2022-12-08 18:24:01.3530,-0.023,-0.373,-0.852,-0.08,0.84,-1.15
2022-12-08 18:24:01.3630,-0.029,-0.371,-0.858,-0.1,0.85,-1.04
2022-12-08 18:24:01.3730,-0.037,-0.372,-0.865,-0.06,0.84,-0.98
2022-12-08 18:24:01.3830,-0.045,-0.374,-0.865,-0.01,0.86,-0.92
2022-12-08 18:24:01.3930,-0.051,-0.376,-0.857,0.05,0.88,-0.92
2022-12-08 18:24:01.4040,-0.054,-0.366,-0.849,0.08,0.89,-0.99
2022-12-08 18:24:01.4140,-0.044,-0.359,-0.838,0.07,0.8,-1.07
2022-12-08 18:24:01.4240,-0.03,-0.36,-0.829,-0.06,0.72,-1.17
2022-12-08 18:24:01.4340,-0.03,-0.367,-0.825,-0.23,0.73,-1.26
2022-12-08 18:24:01.4440,-0.039,-0.372,-0.842,-0.26,0.81,-1.3
2022-12-08 18:24:01.4540,-0.058,-0.37,-0.863,-0.21,0.88,-1.14
2022-12-08 18:24:01.4640,-0.077,-0.378,-0.868,-0.05,0.88,-0.94
2022-12-08 18:24:01.4740,-0.097,-0.34,-0.83,0.1,0.98,-0.9
2022-12-08 18:24:01.4840,-0.071,-0.186,-0.774,0.26,0.65,-1.28
2022-12-08 18:24:01.4940,-0.031,-0.232,-0.84,-0.05,-0.81,-1.83
2022-12-08 18:24:01.5040,-0.11,-0.36,-0.937,-0.49,-0.3,-1.2
2022-12-08 18:24:01.5140,-0.157,-0.367,-0.972,0.25,1.01,-0.26
2022-12-08 18:24:01.5240,-0.145,-0.313,-0.968,0.69,1.14,0.07
2022-12-08 18:24:01.5340,-0.093,-0.254,-0.98,0.55,0.67,0.02
2022-12-08 18:24:01.5440,-0.081,-0.202,-0.936,-0.01,0.16,0.13
2022-12-08 18:24:01.5540,-0.193,-0.276,-0.928,-0.17,-0.25,-0.33
2022-12-08 18:24:01.5640,-0.332,-0.406,-1.008,0.9,0.58,-0.43
2022-12-08 18:24:01.5740,-0.401,-0.425,-1.058,2.25,1.95,0.34
2022-12-08 18:24:01.5840,-0.324,-0.45,-1.098,2.92,2.2,0.81
2022-12-08 18:24:01.5940,-0.153,-0.487,-1.156,2.15,2.42,1.21
2022-12-08 18:24:01.6040,-0.024,-0.436,-1.089,0.46,2.7,1.8
2022-12-08 18:24:01.6140,0.059,-0.25,-0.965,-0.83,2.07,1.17
2022-12-08 18:24:01.6240,0.151,-0.078,-0.85,-1.73,0.09,0.01
2022-12-08 18:24:01.6340,0.18,-0.018,-0.761,-2.77,-1.82,-1.04
2022-12-08 18:24:01.6440,-0.206,-0.264,-1.062,-3.22,-2.69,-1.8
2022-12-08 18:24:01.6540,-0.426,-0.442,-1.033,0.52,-0.66,1.28
2022-12-08 18:24:01.6640,-0.43,-0.525,-0.925,2.77,0.63,1.15
2022-12-08 18:24:01.6740,-0.554,-0.721,-0.859,2.82,1.02,0.28
2022-12-08 18:24:01.6840,-0.681,-0.641,-0.764,3.86,2.59,-0.16
2022-12-08 18:24:01.6940,-0.707,-0.489,-0.645,4.99,1.49,-0.9
2022-12-08 18:24:01.7040,-0.585,-0.393,-0.466,5.2,-0.28,-1.89
2022-12-08 18:24:01.7140,-0.45,-0.244,-0.597,3.96,-1.41,-3.53
2022-12-08 18:24:01.7240,-0.275,-0.165,-0.757,2.71,-2.92,-2.22
2022-12-08 18:24:01.7340,-0.252,-0.16,-0.769,1.18,-3.65,-0.71
2022-12-08 18:24:01.7440,-0.225,-0.274,-0.708,1.24,-3.62,-0.71
2022-12-08 18:24:01.7540,-0.096,-0.379,-0.725,1.32,-2.38,-1.42
2022-12-08 18:24:01.7640,-0.013,-0.423,-0.798,0.36,-1.2,-1.36
2022-12-08 18:24:01.7740,-0.146,-0.37,-0.762,-0.27,-0.64,-0.73
2022-12-08 18:24:01.7840,-0.043,-0.339,-0.615,1.09,-1.06,-1.14
2022-12-08 18:24:01.7940,0.41,-0.447,-0.637,0.06,-1.31,-2.61
2022-12-08 18:24:01.8040,0.515,-0.542,-0.556,-4.47,-0.22,-2.41
2022-12-08 18:24:01.8140,0.581,-0.583,-0.43,-5.68,0.69,-3.19
2022-12-08 18:24:01.8250,0.56,-0.513,-0.323,-6.59,1.07,-4.38
2022-12-08 18:24:01.8340,0.197,-0.231,-0.306,-6.69,0.34,-5.38
2022-12-08 18:24:01.8450,-0.263,0.1,-0.321,-3.5,-2.45,-5.46
2022-12-08 18:24:01.8550,-0.43,0.248,-0.303,0.56,-5.69,-5.23
2022-12-08 18:24:01.8650,-0.425,0.253,-0.388,1.73,-7.12,-5.28
2022-12-08 18:24:01.8750,-0.393,0.221,-0.556,1.19,-7.13,-4.31
2022-12-08 18:24:01.8850,-0.41,0.204,-0.647,0.37,-6.78,-2.48
2022-12-08 18:24:01.8950,-0.465,0.247,-0.625,0.01,-6.6,-1.35
2022-12-08 18:24:01.9050,-0.494,0.335,-0.537,0.02,-6.99,-1.28
2022-12-08 18:24:01.9150,-0.509,0.37,-0.448,-0.24,-7.81,-1.81
2022-12-08 18:24:01.9250,-0.562,0.4,-0.386,-0.6,-8.05,-2.35
2022-12-08 18:24:01.9350,-0.625,0.475,-0.359,-0.57,-8.18,-2.64
2022-12-08 18:24:01.9470,-0.688,0.489,-0.398,-0.4,-8.69,-2.61
2022-12-08 18:24:01.9550,-0.76,0.48,-0.494,-0.18,-8.52,-1.98
2022-12-08 18:24:01.9650,-0.812,0.474,-0.568,0.17,-8.09,-0.8
2022-12-08 18:24:01.9750,-0.873,0.484,-0.59,0.34,-7.64,0.16
2022-12-08 18:24:01.9850,-1.024,0.479,-0.633,0.64,-7.32,0.61
2022-12-08 18:24:01.9950,-1.198,0.437,-0.712,1.83,-6.85,1.27
2022-12-08 18:24:02.0050,-1.316,0.37,-0.787,3.29,-6.01,2.31
2022-12-08 18:24:02.0150,-1.363,0.309,-0.854,4.23,-4.94,3.32
2022-12-08 18:24:02.0250,-1.396,0.25,-0.91,4.51,-3.94,4.25
2022-12-08 18:24:02.0350,-1.426,0.207,-0.903,4.68,-2.97,5.07
2022-12-08 18:24:02.0450,-1.464,0.172,-0.835,4.86,-2.17,5.26
2022-12-08 18:24:02.0550,-1.505,0.121,-0.765,5.15,-1.44,4.81
2022-12-08 18:24:02.0650,-1.533,0.072,-0.715,5.51,-0.54,4.3
2022-12-08 18:24:02.0750,-1.557,0.035,-0.67,5.77,0.32,3.95
2022-12-08 18:24:02.0850,-1.616,-0.015,-0.648,6.01,1.07,3.64
2022-12-08 18:24:02.0950,-1.721,-0.071,-0.647,6.63,1.93,3.51
2022-12-08 18:24:02.1050,-1.75,-0.092,-0.626,7.71,2.82,3.57
2022-12-08 18:24:02.1150,-1.711,-0.116,-0.573,8.07,3.34,3.39
2022-12-08 18:24:02.1250,-1.687,-0.17,-0.539,7.76,3.88,2.9
2022-12-08 18:24:02.1350,-1.723,-0.23,-0.522,7.61,4.68,2.58
2022-12-08 18:24:02.1450,-1.761,-0.248,-0.499,8.06,5.52,2.41
2022-12-08 18:24:02.1550,-1.775,-0.237,-0.473,8.76,6.02,1.86
2022-12-08 18:24:02.1670,-1.761,-0.232,-0.452,8.71,6.15,1.62
2022-12-08 18:24:02.1770,-1.74,-0.214,-0.436,8.71,6.15,1.62
2022-12-08 18:24:02.1850,-1.725,-0.181,-0.421,8.59,6.13,1.42
2022-12-08 18:24:02.1950,-1.713,-0.143,-0.395,8.52,5.93,1.22
2022-12-08 18:24:02.2050,-1.702,-0.085,-0.358,8.48,5.67,0.93
2022-12-08 18:24:02.2150,-1.676,-0.018,-0.319,8.43,5.18,0.51
2022-12-08 18:24:02.2250,-1.644,0.026,-0.277,8.23,4.59,0.1
2022-12-08 18:24:02.2350,-1.627,0.082,-0.247,7.95,4.22,-0.34
2022-12-08 18:24:02.2450,-1.638,0.163,-0.253,7.8,3.7,-0.64
2022-12-08 18:24:02.2560,-1.637,0.252,-0.294,7.92,2.93,-0.58
2022-12-08 18:24:02.2660,-1.602,0.329,-0.355,7.91,2.07,-0.16
2022-12-08 18:24:02.2760,-1.554,0.416,-0.447,7.55,1.31,0.48
2022-12-08 18:24:02.2860,-1.485,0.498,-0.586,7.06,0.46,1.43
2022-12-08 18:24:02.2950,-1.464,0.51,-0.721,6.36,-0.35,2.85
2022-12-08 18:24:02.3060,-1.5,0.505,-0.784,6.12,-0.49,4.24
2022-12-08 18:24:02.3160,-1.532,0.49,-0.773,6.45,-0.48,4.89
2022-12-08 18:24:02.3260,-1.537,0.468,-0.724,6.72,-0.39,4.79
2022-12-08 18:24:02.3360,-1.515,0.423,-0.67,6.72,-0.28,4.3
2022-12-08 18:24:02.3460,-1.503,0.347,-0.647,6.44,0.03,3.77
2022-12-08 18:24:02.3560,-1.511,0.287,-0.626,6.23,0.58,3.54
2022-12-08 18:24:02.3660,-1.441,0.25,-0.425,6.2,0.93,3.32
2022-12-08 18:24:02.3760,-1.311,0.228,0.088,5.4,1.01,1.36
2022-12-08 18:24:02.3860,-1.228,0.199,0.005,3.99,0.94,-3.64
2022-12-08 18:24:02.3960,-1.052,0.163,-0.269,3.06,0.91,-2.76
2022-12-08 18:24:02.4060,-0.96,0.172,-0.385,1.21,0.93,0.0
