time,ax,ay,az,wx,wy,wz
2022-12-08 20:8:05.7240,-0.83,0.85,1.46,0.4,-0.55,-0.18
2022-12-08 20:8:05.7340,-1.27,0.91,1.37,0.53,-0.49,-0.07
2022-12-08 20:8:05.7440,-1.56,0.95,0.99,0.57,-0.33,0.05
2022-12-08 20:8:05.7530,-1.7,0.83,0.57,0.48,-0.18,0.18
2022-12-08 20:8:05.7630,-1.82,0.93,0.47,0.24,-0.1,0.26
2022-12-08 20:8:05.7740,-1.84,1.0,0.58,-0.1,-0.1,0.27
2022-12-08 20:8:05.7830,-1.66,0.84,0.95,-0.38,-0.17,0.24
2022-12-08 20:8:05.7930,-1.51,0.61,1.58,-0.48,-0.24,0.17
2022-12-08 20:8:05.8040,-1.55,0.41,2.26,-0.39,-0.31,0.12
2022-12-08 20:8:05.8130,-1.62,0.26,2.94,-0.13,-0.29,0.11
2022-12-08 20:8:05.8230,-1.58,0.04,3.2,0.21,-0.19,0.14
2022-12-08 20:8:05.8330,-1.47,-0.18,3.03,0.49,-0.1,0.26
2022-12-08 20:8:05.8430,-1.37,-0.29,2.86,0.64,0.01,0.4
2022-12-08 20:8:05.8530,-1.15,-0.03,1.76,0.65,0.12,0.54
2022-12-08 20:8:05.8630,-0.99,0.14,1.24,0.53,0.21,0.65
2022-12-08 20:8:05.8730,-0.99,0.14,1.24,0.37,0.36,0.73
2022-12-08 20:8:05.8830,-0.84,0.32,0.51,0.24,0.52,0.75
2022-12-08 20:8:05.8930,-0.82,0.46,-0.15,0.14,0.57,0.72
2022-12-08 20:8:05.9030,-0.88,0.6,-0.24,0.09,0.53,0.65
2022-12-08 20:8:05.9130,-0.98,0.77,-0.09,0.07,0.5,0.55
2022-12-08 20:8:05.9230,-0.99,0.92,-0.36,0.07,0.47,0.44
2022-12-08 20:8:05.9330,-0.95,0.92,-0.69,0.08,0.4,0.34
2022-12-08 20:8:05.9430,-0.94,0.99,-0.85,0.07,0.29,0.26
2022-12-08 20:8:05.9530,-0.94,1.11,-0.93,0.07,0.16,0.19
2022-12-08 20:8:05.9630,-0.92,1.16,-1.07,0.05,0.02,0.09
2022-12-08 20:8:05.9730,-0.8,1.11,-1.25,0.01,-0.14,-0.02
2022-12-08 20:8:05.9830,-0.77,0.96,-1.2,-0.03,-0.3,-0.14
2022-12-08 20:8:05.9930,-0.8,0.84,-1.13,-0.06,-0.46,-0.25
2022-12-08 20:8:06.0020,-1.02,0.4,-0.68,-0.01,-0.55,-0.28
2022-12-08 20:8:06.0120,-1.02,0.4,-0.68,0.08,-0.55,-0.24
2022-12-08 20:8:06.0220,-1.04,0.35,-0.76,0.18,-0.49,-0.15
2022-12-08 20:8:06.0320,-1.0,0.27,-0.85,0.26,-0.37,-0.03
2022-12-08 20:8:06.0420,-0.92,0.3,-1.1,0.31,-0.24,0.08
2022-12-08 20:8:06.0520,-0.8,0.33,-1.42,0.33,-0.16,0.15
2022-12-08 20:8:06.0620,-0.7,0.32,-1.61,0.3,-0.18,0.18
2022-12-08 20:8:06.0720,-0.74,0.44,-1.63,0.27,-0.22,0.19
2022-12-08 20:8:06.0820,-0.75,0.6,-1.73,0.24,-0.24,0.15
2022-12-08 20:8:06.0920,-0.66,0.59,-2.0,0.19,-0.29,0.1
2022-12-08 20:8:06.1020,-0.61,0.6,-2.01,0.13,-0.33,0.04
2022-12-08 20:8:06.1120,-0.66,0.67,-1.92,0.06,-0.3,-0.01
2022-12-08 20:8:06.1220,-0.69,0.69,-1.98,0.0,-0.25,-0.01
2022-12-08 20:8:06.1320,-0.7,0.72,-1.9,-0.04,-0.19,0.0
2022-12-08 20:8:06.1420,-0.69,0.74,-1.74,-0.04,-0.13,0.03
2022-12-08 20:8:06.1520,-0.73,0.7,-1.54,-0.04,-0.1,0.04
2022-12-08 20:8:06.1620,-0.78,0.67,-1.28,-0.04,-0.09,0.05
2022-12-08 20:8:06.1720,-0.81,0.66,-1.04,-0.05,-0.11,0.03
2022-12-08 20:8:06.1820,-0.84,0.62,-0.8,-0.05,-0.13,0.0
2022-12-08 20:8:06.1920,-0.85,0.6,-0.53,-0.07,-0.16,-0.05
2022-12-08 20:8:06.2020,-0.9,0.53,-0.28,-0.09,-0.2,-0.1
2022-12-08 20:8:06.2120,-1.0,0.52,0.07,-0.08,-0.23,-0.12
2022-12-08 20:8:06.2210,-1.03,0.48,0.39,-0.03,-0.24,-0.11
2022-12-08 20:8:06.2310,-1.0,0.26,0.73,0.04,-0.24,-0.09
2022-12-08 20:8:06.2420,-1.0,0.26,0.73,0.11,-0.22,-0.05
2022-12-08 20:8:06.2510,-0.99,0.2,0.89,0.17,-0.21,-0.01
2022-12-08 20:8:06.2610,-0.88,0.16,1.04,0.19,-0.16,0.01
2022-12-08 20:8:06.2710,-0.65,0.15,1.08,0.16,-0.09,-0.0
2022-12-08 20:8:06.2810,-0.43,0.14,1.04,0.1,-0.02,-0.04
2022-12-08 20:8:06.2910,-0.23,0.12,1.04,0.04,0.02,-0.08
2022-12-08 20:8:06.3010,-0.14,0.03,1.07,0.0,0.03,-0.12
2022-12-08 20:8:06.3110,-0.25,0.03,1.18,0.01,0.06,-0.12
2022-12-08 20:8:06.3210,-0.43,0.16,1.1,0.04,0.09,-0.09
2022-12-08 20:8:06.3310,-0.46,0.18,0.93,0.04,0.07,-0.04
2022-12-08 20:8:06.3410,-0.39,0.19,0.81,-0.03,-0.0,-0.0
2022-12-08 20:8:06.3510,-0.38,0.36,0.81,-0.15,-0.07,-0.02
2022-12-08 20:8:06.3610,-0.27,0.5,0.83,-0.27,-0.1,-0.13
2022-12-08 20:8:06.3710,-0.06,0.5,0.87,-0.38,-0.12,-0.28
2022-12-08 20:8:06.3810,0.07,0.42,1.09,-0.43,-0.09,-0.42
2022-12-08 20:8:06.3910,0.13,0.35,1.35,-0.4,0.02,-0.52
2022-12-08 20:8:06.4010,0.11,0.24,1.35,-0.3,0.16,-0.54
2022-12-08 20:8:06.4110,0.02,0.12,1.29,-0.17,0.29,-0.48
2022-12-08 20:8:06.4210,-0.14,0.08,1.17,-0.05,0.4,-0.38
2022-12-08 20:8:06.4310,-0.32,0.07,0.95,0.03,0.47,-0.26
2022-12-08 20:8:06.4400,-0.47,0.13,0.63,0.05,0.5,-0.15
2022-12-08 20:8:06.4500,-0.53,0.3,0.37,0.04,0.51,-0.04
2022-12-08 20:8:06.4600,-0.48,0.46,0.08,0.03,0.48,0.02
2022-12-08 20:8:06.4700,-0.29,0.48,-0.09,0.06,0.42,0.05
2022-12-08 20:8:06.4800,-0.29,0.48,-0.09,0.1,0.34,0.03
2022-12-08 20:8:06.4900,-0.08,0.47,-0.15,0.12,0.23,-0.03
2022-12-08 20:8:06.5000,0.16,0.36,-0.16,0.11,0.08,-0.1
2022-12-08 20:8:06.5100,0.3,0.36,-0.05,0.08,-0.05,-0.2
2022-12-08 20:8:06.5200,0.39,0.34,-0.11,0.03,-0.13,-0.28
2022-12-08 20:8:06.5300,0.44,0.28,-0.31,-0.04,-0.16,-0.33
2022-12-08 20:8:06.5400,0.48,0.25,-0.43,-0.1,-0.15,-0.33
2022-12-08 20:8:06.5500,0.5,0.19,-0.49,-0.11,-0.09,-0.31
2022-12-08 20:8:06.5600,0.44,0.15,-0.55,-0.09,-0.01,-0.27
2022-12-08 20:8:06.5700,0.47,0.13,-0.64,-0.04,0.06,-0.22
2022-12-08 20:8:06.5800,0.49,0.13,-0.69,0.01,0.09,-0.18
2022-12-08 20:8:06.5900,0.25,0.2,-1.05,0.08,0.13,-0.16
2022-12-08 20:8:06.6000,0.25,0.2,-1.05,0.12,0.15,-0.14
2022-12-08 20:8:06.6100,0.19,0.2,-1.29,0.11,0.13,-0.14
2022-12-08 20:8:06.6200,0.09,0.37,-1.47,0.06,0.09,-0.19
2022-12-08 20:8:06.6300,0.09,0.37,-1.47,-0.0,0.05,-0.26
2022-12-08 20:8:06.6390,0.07,0.41,-1.59,-0.05,-0.04,-0.32
2022-12-08 20:8:06.6490,0.01,0.43,-1.49,-0.05,-0.15,-0.34
2022-12-08 20:8:06.6600,-0.11,0.46,-1.19,-0.0,-0.22,-0.33
2022-12-08 20:8:06.6690,-0.18,0.43,-1.11,0.07,-0.22,-0.3
2022-12-08 20:8:06.6790,-0.18,0.28,-1.18,0.11,-0.21,-0.23
2022-12-08 20:8:06.6890,-0.24,0.35,-1.08,0.12,-0.17,-0.16
2022-12-08 20:8:06.6990,-0.23,0.38,-1.12,0.09,-0.12,-0.11
2022-12-08 20:8:06.7090,-0.21,0.34,-1.2,0.04,-0.1,-0.09
2022-12-08 20:8:06.7190,-0.24,0.39,-1.03,-0.01,-0.05,-0.08
2022-12-08 20:8:06.7290,-0.25,0.45,-0.96,-0.05,0.03,-0.07
2022-12-08 20:8:06.7390,-0.19,0.45,-1.03,-0.09,0.08,-0.05
2022-12-08 20:8:06.7490,-0.17,0.46,-0.88,-0.11,0.05,-0.04
2022-12-08 20:8:06.7590,-0.28,0.38,-0.66,-0.07,-0.05,-0.03
2022-12-08 20:8:06.7690,-0.48,0.24,-0.27,0.03,-0.19,-0.0
2022-12-08 20:8:06.7790,-0.61,0.12,-0.01,0.16,-0.31,0.04
2022-12-08 20:8:06.7890,-0.67,0.01,0.12,0.28,-0.37,0.1
2022-12-08 20:8:06.7990,-0.75,0.03,0.19,0.37,-0.34,0.17
2022-12-08 20:8:06.8090,-0.78,0.01,0.06,0.43,-0.24,0.24
2022-12-08 20:8:06.8190,-0.74,-0.03,-0.08,0.43,-0.13,0.3
2022-12-08 20:8:06.8290,-0.7,0.08,-0.08,0.38,-0.04,0.36
2022-12-08 20:8:06.8390,-0.64,0.24,-0.13,0.27,0.03,0.36
2022-12-08 20:8:06.8490,-0.51,0.29,-0.19,0.14,0.08,0.33
2022-12-08 20:8:06.8590,-0.39,0.4,-0.16,0.03,0.11,0.25
2022-12-08 20:8:06.8690,-0.32,0.44,-0.1,-0.06,0.04,0.17
2022-12-08 20:8:06.8830,-0.49,0.29,0.76,-0.09,-0.08,0.1
2022-12-08 20:8:06.8880,-0.49,0.29,0.76,-0.06,-0.19,0.07
2022-12-08 20:8:06.8980,-0.52,0.18,1.1,0.02,-0.22,0.07
2022-12-08 20:8:06.9080,-0.49,0.06,1.21,0.1,-0.15,0.1
2022-12-08 20:8:06.9180,-0.53,-0.02,1.05,0.13,-0.1,0.16
2022-12-08 20:8:06.9280,-0.51,0.12,1.12,0.1,-0.02,0.21
2022-12-08 20:8:06.9380,-0.46,0.27,1.03,-0.02,0.06,0.22
2022-12-08 20:8:06.9480,-0.33,0.27,0.89,-0.23,0.08,0.17
2022-12-08 20:8:06.9580,-0.17,0.28,1.12,-0.46,0.05,0.07
2022-12-08 20:8:06.9680,0.04,-0.07,2.02,-0.63,-0.07,-0.05
2022-12-08 20:8:06.9780,0.04,-0.07,2.02,-0.67,-0.18,-0.16
2022-12-08 20:8:06.9880,-0.03,-0.36,2.45,-0.56,-0.26,-0.22
2022-12-08 20:8:06.9980,-0.2,-0.6,2.57,-0.37,-0.29,-0.23
2022-12-08 20:8:07.0080,-0.39,-0.75,2.48,-0.18,-0.22,-0.17
2022-12-08 20:8:07.0170,-0.49,-0.7,1.91,-0.04,-0.07,-0.04
2022-12-08 20:8:07.0270,-0.55,-0.39,0.4,0.03,0.13,0.12
2022-12-08 20:8:07.0370,-0.55,-0.39,0.4,-0.01,0.3,0.26
2022-12-08 20:8:07.0480,-0.62,-0.32,-0.05,-0.08,0.41,0.34
2022-12-08 20:8:07.0570,-0.71,-0.15,-0.33,-0.16,0.42,0.38
2022-12-08 20:8:07.0670,-0.7,-0.06,-0.44,-0.24,0.34,0.35
2022-12-08 20:8:07.0770,-0.64,0.01,-0.33,-0.29,0.21,0.28
2022-12-08 20:8:07.0870,-0.61,0.01,-0.15,-0.29,0.07,0.17
2022-12-08 20:8:07.0970,-0.63,-0.03,-0.06,-0.25,-0.04,0.08
2022-12-08 20:8:07.1070,-0.65,-0.08,-0.11,-0.21,-0.11,0.03
2022-12-08 20:8:07.1170,-0.65,-0.08,-0.11,-0.18,-0.15,0.03
2022-12-08 20:8:07.1270,-0.59,-0.1,-0.23,-0.15,-0.17,0.05
2022-12-08 20:8:07.1370,-0.58,-0.18,-0.34,-0.11,-0.2,0.09
2022-12-08 20:8:07.1470,-0.6,-0.21,-0.38,-0.09,-0.21,0.13
2022-12-08 20:8:07.1570,-0.43,-0.19,-0.61,-0.06,-0.22,0.16
2022-12-08 20:8:07.1670,-0.32,-0.13,-0.76,-0.03,-0.2,0.18
2022-12-08 20:8:07.1820,-0.27,-0.05,-0.98,0.01,-0.16,0.17
Time,-0.23,0.04,-1.21,0.04,-0.08,0.16
2022-12-08 20:8:07.1970,-0.22,0.16,-1.54,0.06,0.02,0.13
2022-12-08 20:8:07.2070,-0.2,0.26,-1.78,0.05,0.11,0.1
2022-12-08 20:8:07.2160,-0.21,0.34,-1.92,0.0,0.18,0.05
2022-12-08 20:8:07.2320,-0.28,0.35,-2.01,-0.06,0.22,-0.02
2022-12-08 20:8:07.2360,-0.28,0.35,-2.01,-0.09,0.22,-0.08
2022-12-08 20:8:07.2460,-0.52,0.35,-1.9,-0.1,0.15,-0.12
2022-12-08 20:8:07.2560,-0.68,0.32,-1.65,-0.09,0.03,-0.14
2022-12-08 20:8:07.2660,-0.68,0.32,-1.65,-0.04,-0.05,-0.12
2022-12-08 20:8:07.2770,-0.78,0.3,-1.59,0.03,-0.07,-0.08
2022-12-08 20:8:07.2870,-0.72,0.3,-1.56,0.07,-0.09,-0.02
2022-12-08 20:8:07.2960,-0.78,0.41,-1.55,0.1,-0.08,0.03
2022-12-08 20:8:07.3060,-0.78,0.45,-1.53,0.1,-0.08,0.05
2022-12-08 20:8:07.3190,-0.78,0.45,-1.53,0.11,-0.05,0.06
2022-12-08 20:8:07.3260,-0.73,0.63,-1.35,0.1,-0.01,0.04
2022-12-08 20:8:07.3360,-0.73,0.63,-1.35,0.1,0.04,0.0
2022-12-08 20:8:07.3460,-0.66,0.65,-1.23,0.1,0.05,-0.04
2022-12-08 20:8:07.3560,-0.64,0.65,-1.04,0.11,0.01,-0.08
2022-12-08 20:8:07.3660,-0.72,0.62,-0.71,0.14,-0.08,-0.11
2022-12-08 20:8:07.3760,-0.84,0.56,-0.37,0.18,-0.16,-0.12
2022-12-08 20:8:07.3860,-0.89,0.49,-0.09,0.25,-0.2,-0.11
2022-12-08 20:8:07.3960,-0.87,0.44,0.12,0.31,-0.2,-0.09
2022-12-08 20:8:07.4060,-0.81,0.38,0.27,0.33,-0.18,-0.06
2022-12-08 20:8:07.4150,-0.72,0.3,0.37,0.29,-0.19,-0.05
2022-12-08 20:8:07.4260,-0.51,0.03,0.78,0.21,-0.25,-0.07
2022-12-08 20:8:07.4360,-0.41,-0.11,1.13,0.12,-0.33,-0.09
2022-12-08 20:8:07.4460,-0.31,-0.29,1.45,0.08,-0.36,-0.11
2022-12-08 20:8:07.4550,-0.31,-0.29,1.45,0.1,-0.33,-0.13
2022-12-08 20:8:07.4650,-0.36,-0.34,1.79,0.17,-0.2,-0.13
2022-12-08 20:8:07.4750,-0.36,-0.34,1.79,0.29,0.05,-0.09
2022-12-08 20:8:07.4850,-0.7,0.01,1.58,0.4,0.3,-0.01
2022-12-08 20:8:07.4950,-0.92,0.29,1.27,0.44,0.43,0.05
2022-12-08 20:8:07.5050,-0.98,0.28,1.09,0.4,0.42,0.09
2022-12-08 20:8:07.5150,-1.06,0.38,0.96,0.29,0.27,0.08
2022-12-08 20:8:07.5250,-1.0,0.34,0.95,0.12,-0.0,0.01
2022-12-08 20:8:07.5350,-0.67,0.06,1.14,-0.05,-0.29,-0.11
2022-12-08 20:8:07.5450,-0.3,-0.28,1.52,-0.14,-0.44,-0.23
2022-12-08 20:8:07.5550,-0.14,-0.37,1.68,-0.1,-0.38,-0.32
2022-12-08 20:8:07.5650,-0.07,-0.41,1.76,0.05,-0.14,-0.33
2022-12-08 20:8:07.5750,-0.1,-0.41,1.7,0.24,0.19,-0.26
2022-12-08 20:8:07.5850,-0.2,-0.33,1.4,0.35,0.47,-0.16
2022-12-08 20:8:07.5950,-0.35,-0.29,0.98,0.36,0.6,-0.05
2022-12-08 20:8:07.6050,-0.56,-0.28,0.68,0.3,0.59,0.05
2022-12-08 20:8:07.6150,-0.7,-0.14,0.38,0.19,0.44,0.1
2022-12-08 20:8:07.6250,-0.64,-0.2,0.26,0.07,0.21,0.11
2022-12-08 20:8:07.6350,-0.47,-0.22,0.42,-0.02,-0.0,0.07
2022-12-08 20:8:07.6450,-0.23,-0.18,0.48,-0.09,-0.19,-0.02
2022-12-08 20:8:07.6550,0.02,-0.27,0.67,-0.14,-0.33,-0.14
2022-12-08 20:8:07.6650,0.18,-0.27,0.86,-0.17,-0.4,-0.26
2022-12-08 20:8:07.6750,0.24,-0.3,0.97,-0.18,-0.38,-0.36
2022-12-08 20:8:07.6850,0.27,-0.38,0.93,-0.18,-0.28,-0.39
2022-12-08 20:8:07.6950,0.28,-0.39,0.73,-0.17,-0.14,-0.37
2022-12-08 20:8:07.7040,0.28,-0.4,0.47,-0.14,0.03,-0.29
2022-12-08 20:8:07.7140,0.25,-0.23,-0.29,-0.11,0.18,-0.2
2022-12-08 20:8:07.7240,0.25,-0.23,-0.29,-0.09,0.28,-0.14
2022-12-08 20:8:07.7340,0.17,-0.15,-0.63,-0.09,0.32,-0.11
2022-12-08 20:8:07.7440,0.09,0.04,-0.91,-0.11,0.32,-0.12
2022-12-08 20:8:07.7540,0.05,0.15,-1.19,-0.11,0.29,-0.15
2022-12-08 20:8:07.7640,-0.02,0.25,-1.39,-0.1,0.23,-0.19
2022-12-08 20:8:07.7740,-0.14,0.4,-1.43,-0.06,0.2,-0.2
2022-12-08 20:8:07.7840,-0.27,0.53,-1.67,0.0,0.18,-0.2
2022-12-08 20:8:07.7940,-0.27,0.53,-1.67,0.07,0.17,-0.16
2022-12-08 20:8:07.8040,-0.34,0.59,-1.79,0.15,0.15,-0.11
2022-12-08 20:8:07.8140,-0.4,0.61,-1.89,0.22,0.06,-0.06
2022-12-08 20:8:07.8240,-0.51,0.53,-1.78,0.31,-0.11,0.02
2022-12-08 20:8:07.8340,-0.6,0.5,-1.51,0.42,-0.26,0.11
2022-12-08 20:8:07.8440,-0.53,0.41,-1.58,0.52,-0.41,0.2
2022-12-08 20:8:07.8540,-0.48,0.29,-1.5,0.58,-0.48,0.29
2022-12-08 20:8:07.8640,-0.54,0.44,-1.46,0.58,-0.42,0.36
2022-12-08 20:8:07.8730,-0.36,0.63,-1.72,0.52,-0.23,0.43
2022-12-08 20:8:07.8840,0.04,0.75,-2.03,0.41,-0.04,0.49
2022-12-08 20:8:07.8940,0.26,0.98,-2.14,0.3,0.1,0.5
2022-12-08 20:8:07.9030,0.27,1.06,-2.0,0.25,0.11,0.45
2022-12-08 20:8:07.9130,0.13,1.01,-1.64,0.27,0.04,0.35
2022-12-08 20:8:07.9230,-0.04,1.0,-1.34,0.28,-0.08,0.24
2022-12-08 20:8:07.9330,-0.17,0.9,-0.94,0.28,-0.24,0.12
2022-12-08 20:8:07.9430,-0.17,0.9,-0.94,0.3,-0.33,0.02
2022-12-08 20:8:07.9530,-0.3,0.87,-0.9,0.31,-0.37,-0.06
2022-12-08 20:8:07.9630,-0.36,0.68,-0.9,0.28,-0.39,-0.12
2022-12-08 20:8:07.9730,-0.39,0.56,-0.66,0.23,-0.34,-0.15
2022-12-08 20:8:07.9830,-0.43,0.46,-0.55,0.16,-0.23,-0.16
2022-12-08 20:8:07.9930,-0.32,0.2,-0.32,0.08,-0.09,-0.15
2022-12-08 20:8:08.0030,-0.32,0.2,-0.32,-0.03,0.07,-0.14
2022-12-08 20:8:08.0130,-0.26,0.05,-0.08,-0.13,0.2,-0.14
2022-12-08 20:8:08.0230,-0.33,-0.11,0.18,-0.18,0.24,-0.15
2022-12-08 20:8:08.0330,-0.45,-0.34,0.68,-0.17,0.16,-0.12
2022-12-08 20:8:08.0430,-0.64,-0.54,1.31,-0.05,0.06,-0.05
2022-12-08 20:8:08.0530,-1.13,-0.44,1.44,0.14,0.07,0.06
2022-12-08 20:8:08.0630,-1.35,-0.18,1.17,0.31,0.14,0.19
2022-12-08 20:8:08.0740,-1.35,-0.18,1.17,0.37,0.23,0.28
2022-12-08 20:8:08.0830,-1.5,0.04,0.94,0.33,0.31,0.33
2022-12-08 20:8:08.0930,-1.53,0.17,0.69,0.17,0.34,0.36
2022-12-08 20:8:08.1020,-1.25,0.25,0.72,-0.09,0.28,0.34
2022-12-08 20:8:08.1130,-1.04,0.18,1.12,-0.4,0.13,0.29
2022-12-08 20:8:08.1220,-1.04,0.18,1.12,-0.68,-0.05,0.18
2022-12-08 20:8:08.1320,-0.78,-0.07,1.62,-0.83,-0.24,0.04
2022-12-08 20:8:08.1430,-0.53,-0.39,2.24,-0.83,-0.38,-0.08
2022-12-08 20:8:08.1520,-0.46,-0.8,3.14,-0.69,-0.45,-0.16
2022-12-08 20:8:08.1620,-0.46,-0.8,3.14,-0.44,-0.38,-0.14
2022-12-08 20:8:08.1720,-0.57,-0.78,3.12,-0.19,-0.16,-0.05
2022-12-08 20:8:08.1820,-0.67,-0.68,2.6,-0.02,0.15,0.1
2022-12-08 20:8:08.1920,-0.69,-0.53,1.83,0.02,0.46,0.25
