time,ax,ay,az,wx,wy,wz
2022-12-08 20:8:29.2910,-0.18,0.16,-1.9,-0.0,-0.07,-0.24
2022-12-08 20:8:29.3010,-0.22,0.11,-1.98,0.04,-0.13,-0.22
2022-12-08 20:8:29.3110,-0.11,0.16,-1.85,0.08,-0.14,-0.17
2022-12-08 20:8:29.3210,-0.11,0.16,-1.85,0.09,-0.12,-0.12
2022-12-08 20:8:29.3310,-0.05,0.16,-1.94,0.06,-0.08,-0.09
2022-12-08 20:8:29.3410,0.0,0.19,-1.98,-0.01,-0.03,-0.07
2022-12-08 20:8:29.3510,0.09,0.23,-1.97,-0.1,0.03,-0.06
2022-12-08 20:8:29.3610,0.25,0.24,-1.83,-0.19,0.06,-0.07
2022-12-08 20:8:29.3710,0.25,0.24,-1.83,-0.25,0.04,-0.07
2022-12-08 20:8:29.3800,0.22,0.26,-1.53,-0.27,-0.02,-0.08
2022-12-08 20:8:29.3900,0.2,0.22,-1.13,-0.25,-0.14,-0.08
2022-12-08 20:8:29.4000,0.16,0.21,-0.58,-0.16,-0.19,-0.09
2022-12-08 20:8:29.4100,0.1,-0.06,-0.18,-0.07,-0.24,-0.08
2022-12-08 20:8:29.4200,0.1,-0.06,-0.18,0.02,-0.26,-0.04
2022-12-08 20:8:29.4300,0.07,-0.01,0.15,0.1,-0.15,0.02
2022-12-08 20:8:29.4400,0.05,-0.03,0.09,0.18,0.01,0.11
2022-12-08 20:8:29.4510,0.08,-0.06,0.02,0.22,0.16,0.2
2022-12-08 20:8:29.4600,-0.12,0.11,-0.11,0.2,0.27,0.27
2022-12-08 20:8:29.4700,-0.12,0.11,-0.11,0.13,0.33,0.31
2022-12-08 20:8:29.4800,-0.18,0.21,-0.16,0.04,0.32,0.32
2022-12-08 20:8:29.4900,-0.12,0.36,0.05,-0.05,0.25,0.29
2022-12-08 20:8:29.5000,-0.09,0.38,0.46,-0.11,0.11,0.23
2022-12-08 20:8:29.5100,-0.05,0.34,0.93,-0.11,-0.04,0.17
2022-12-08 20:8:29.5200,-0.05,0.34,0.93,-0.04,-0.17,0.15
2022-12-08 20:8:29.5300,0.01,0.26,1.26,0.04,-0.21,0.15
2022-12-08 20:8:29.5400,0.03,0.2,1.46,0.1,-0.13,0.16
2022-12-08 20:8:29.5500,0.09,0.18,1.41,0.13,0.05,0.19
2022-12-08 20:8:29.5600,-0.02,0.39,0.94,0.11,0.25,0.24
2022-12-08 20:8:29.5700,-0.02,0.39,0.94,0.03,0.35,0.28
2022-12-08 20:8:29.5790,-0.15,0.56,0.85,-0.1,0.32,0.3
2022-12-08 20:8:29.5890,-0.09,0.52,0.87,-0.3,0.2,0.26
Time,0.09,0.43,1.03,-0.51,0.01,0.16
2022-12-08 20:8:29.6090,0.3,0.29,1.87,-0.66,-0.15,0.04
2022-12-08 20:8:29.6190,0.3,0.29,1.87,-0.67,-0.31,-0.11
2022-12-08 20:8:29.6290,0.32,-0.01,2.49,-0.55,-0.43,-0.2
2022-12-08 20:8:29.6390,0.17,-0.28,3.04,-0.33,-0.44,-0.23
2022-12-08 20:8:29.6490,0.09,-0.45,2.97939201772213,-0.07,-0.37,-0.18
2022-12-08 20:8:29.6590,0.03,-0.76,2.97,0.14,-0.21,-0.07
2022-12-08 20:8:29.6690,-0.04,-0.9,2.49,0.27,-0.01,0.08
2022-12-08 20:8:29.6790,-0.13,-0.91,1.79,0.32,0.16,0.26
2022-12-08 20:8:29.6890,-0.23,-0.68,1.22,0.28,0.29,0.38
2022-12-08 20:8:29.6990,-0.31,-0.49,0.6,0.21,0.39,0.43
2022-12-08 20:8:29.7090,-0.31,-0.42,0.03,0.12,0.39,0.41
2022-12-08 20:8:29.7190,-0.29,-0.27,-0.16,0.05,0.29,0.36
2022-12-08 20:8:29.7290,-0.23,-0.18,-0.16,-0.0,0.13,0.26
2022-12-08 20:8:29.7390,-0.2,-0.17,-0.18,-0.03,-0.08,0.15
2022-12-08 20:8:29.7490,-0.26,-0.22,-0.05,-0.03,-0.25,0.06
2022-12-08 20:8:29.7590,-0.34,-0.27,-0.01,0.03,-0.35,0.03
2022-12-08 20:8:29.7690,-0.37,-0.35,-0.08,0.08,-0.39,0.04
2022-12-08 20:8:29.7780,-0.48,-0.47,-0.2,0.13,-0.37,0.07
2022-12-08 20:8:29.7890,-0.48,-0.47,-0.2,0.16,-0.31,0.12
2022-12-08 20:8:29.7990,-0.49,-0.48,-0.36,0.18,-0.24,0.16
2022-12-08 20:8:29.8080,-0.43,-0.5,-0.52,0.16,-0.16,0.18
2022-12-08 20:8:29.8180,-0.35,-0.5,-0.68,0.13,-0.1,0.16
2022-12-08 20:8:29.8280,-0.13,-0.4,-0.97,0.09,-0.04,0.12
2022-12-08 20:8:29.8380,-0.13,-0.4,-0.97,0.07,-0.0,0.08
2022-12-08 20:8:29.8480,-0.11,-0.28,-1.08,0.06,0.03,0.05
2022-12-08 20:8:29.8580,-0.06,-0.18,-1.16,0.08,0.09,-0.01
2022-12-08 20:8:29.8680,0.02,-0.21,-1.44,0.09,0.16,-0.07
2022-12-08 20:8:29.8780,-0.06,0.0,-1.84,0.06,0.2,-0.12
2022-12-08 20:8:29.8880,-0.06,0.0,-1.84,0.01,0.2,-0.16
2022-12-08 20:8:29.8980,-0.14,0.0,-1.91,-0.04,0.16,-0.18
2022-12-08 20:8:29.9080,-0.24,0.07,-1.79,-0.04,0.16,-0.18
2022-12-08 20:8:29.9180,-0.26,0.06,-1.79,-0.01,0.16,-0.17
2022-12-08 20:8:29.9280,-0.22,-0.01,-1.79,0.03,0.12,-0.14
2022-12-08 20:8:29.9380,-0.28,0.02,-1.54,0.07,0.08,-0.11
2022-12-08 20:8:29.9480,-0.34,0.09,-1.41,0.11,0.08,-0.08
2022-12-08 20:8:29.9580,-0.29,0.12,-1.46,0.12,0.1,-0.06
2022-12-08 20:8:29.9680,-0.2,0.16,-1.46,0.11,0.11,-0.06
2022-12-08 20:8:29.9780,-0.2,0.23,-1.25,0.08,0.12,-0.08
2022-12-08 20:8:29.9880,-0.2,0.23,-1.25,0.07,0.11,-0.09
2022-12-08 20:8:29.9970,-0.24,0.3,-1.07,0.09,0.1,-0.09
2022-12-08 20:8:30.0070,-0.25,0.33,-0.87,0.12,0.1,-0.09
2022-12-08 20:8:30.0180,-0.26,0.29,-0.69,0.16,0.08,-0.08
2022-12-08 20:8:30.0270,-0.38,0.3,-0.35,0.19,0.05,-0.05
2022-12-08 20:8:30.0370,-0.38,0.3,-0.35,0.2,0.03,-0.04
2022-12-08 20:8:30.0470,-0.39,0.29,-0.22,0.2,0.02,-0.03
2022-12-08 20:8:30.0570,-0.39,0.28,-0.05,0.18,-0.0,-0.02
2022-12-08 20:8:30.0670,-0.41,0.3,0.15,0.16,-0.05,-0.01
2022-12-08 20:8:30.0770,-0.51,0.37,0.59,0.15,-0.1,0.0
2022-12-08 20:8:30.0870,-0.51,0.37,0.59,0.16,-0.14,0.01
2022-12-08 20:8:30.0970,-0.45,0.36,0.7,0.15,-0.16,0.01
2022-12-08 20:8:30.1070,-0.34,0.29,0.75,0.1,-0.17,-0.0
2022-12-08 20:8:30.1170,-0.17,0.21,0.78,0.01,-0.15,-0.03
2022-12-08 20:8:30.1270,0.18,0.05,0.96,-0.07,-0.1,-0.06
2022-12-08 20:8:30.1370,0.18,0.05,0.96,-0.08,-0.03,-0.08
2022-12-08 20:8:30.1470,0.15,0.05,1.12,-0.05,0.05,-0.06
2022-12-08 20:8:30.1570,-0.09,0.21,1.06,-0.01,0.05,-0.02
2022-12-08 20:8:30.1670,-0.35,0.35,1.02,-0.03,-0.06,-0.01
2022-12-08 20:8:30.1770,-0.37,0.2,1.07,-0.12,-0.2,-0.02
2022-12-08 20:8:30.1870,-0.29,0.19,1.07,-0.25,-0.28,-0.07
2022-12-08 20:8:30.1970,0.02,0.18,0.99,-0.42,-0.33,-0.18
2022-12-08 20:8:30.2060,0.41,0.01,1.19,-0.55,-0.34,-0.31
2022-12-08 20:8:30.2170,0.61,-0.08,1.81,-0.57,-0.25,-0.43
2022-12-08 20:8:30.2260,0.63,-0.54,2.4,-0.47,-0.12,-0.49
2022-12-08 20:8:30.2360,0.63,-0.54,2.4,-0.32,0.07,-0.46
2022-12-08 20:8:30.2460,0.44,-0.57,2.34,-0.12,0.27,-0.34
2022-12-08 20:8:30.2560,0.15,-0.58,1.98,0.05,0.41,-0.17
2022-12-08 20:8:30.2670,-0.1,-0.51,1.57,0.18,0.51,0.01
2022-12-08 20:8:30.2760,-0.25,-0.37,1.0,0.25,0.54,0.13
2022-12-08 20:8:30.2860,-0.28,-0.22,0.45,0.27,0.5,0.18
2022-12-08 20:8:30.2960,-0.23,-0.1,0.1,0.25,0.42,0.15
2022-12-08 20:8:30.3060,-0.12,0.0,-0.17,0.2,0.31,0.07
2022-12-08 20:8:30.3160,0.08,0.05,-0.32,0.14,0.17,-0.04
2022-12-08 20:8:30.3260,0.29,-0.02,-0.24,0.09,-0.02,-0.16
2022-12-08 20:8:30.3360,0.29,-0.02,-0.24,0.05,-0.19,-0.26
2022-12-08 20:8:30.3460,0.38,-0.08,-0.14,0.01,-0.27,-0.33
2022-12-08 20:8:30.3560,0.46,-0.21,-0.16,-0.05,-0.29,-0.39
2022-12-08 20:8:30.3660,0.49,-0.25,-0.11,-0.11,-0.24,-0.43
2022-12-08 20:8:30.3760,0.49,-0.31,-0.06,-0.15,-0.14,-0.45
2022-12-08 20:8:30.3860,0.5,-0.37,-0.02,-0.16,-0.04,-0.44
2022-12-08 20:8:30.3960,0.37,-0.38,0.19,-0.1,0.06,-0.42
2022-12-08 20:8:30.4060,0.37,-0.38,0.19,-0.01,0.17,-0.38
2022-12-08 20:8:30.4160,0.34,-0.42,0.12,0.07,0.23,-0.34
2022-12-08 20:8:30.4260,0.32,-0.41,-0.1,0.14,0.26,-0.3
2022-12-08 20:8:30.4350,0.27,-0.34,-0.38,0.2,0.25,-0.27
2022-12-08 20:8:30.4450,0.2,-0.14,-1.2,0.23,0.24,-0.26
2022-12-08 20:8:30.4550,0.2,-0.14,-1.2,0.24,0.23,-0.26
2022-12-08 20:8:30.4650,0.14,-0.05,-1.58,0.21,0.21,-0.27
2022-12-08 20:8:30.4750,0.06,0.05,-1.92,0.15,0.18,-0.28
2022-12-08 20:8:30.4850,-0.01,0.14,-2.11,0.07,0.14,-0.3
2022-12-08 20:8:30.4950,-0.06,0.24,-2.22,0.01,0.11,-0.3
2022-12-08 20:8:30.5050,-0.06,0.24,-2.22,-0.01,0.09,-0.28
2022-12-08 20:8:30.5150,-0.01,0.32,-2.01,-0.01,0.07,-0.25
2022-12-08 20:8:30.5250,-0.01,0.32,-2.01,0.01,0.06,-0.21
2022-12-08 20:8:30.5350,-0.02,0.35,-1.91,0.04,0.05,-0.18
2022-12-08 20:8:30.5450,-0.01,0.43,-1.94,0.04,0.03,-0.13
2022-12-08 20:8:30.5550,-0.01,0.43,-1.94,0.01,0.01,-0.09
2022-12-08 20:8:30.5650,0.03,0.49,-1.91,-0.04,-0.04,-0.08
2022-12-08 20:8:30.5750,0.09,0.47,-1.76,-0.08,-0.08,-0.08
2022-12-08 20:8:30.5850,0.2,0.46,-1.48,-0.11,-0.15,-0.11
2022-12-08 20:8:30.5950,0.17,0.35867507860064507,-0.6,-0.09,-0.2,-0.15
2022-12-08 20:8:30.6050,0.06,0.35,-0.6,-0.03,-0.23,-0.17
2022-12-08 20:8:30.6140,0.12,0.11,0.19,0.03,-0.25,-0.15
2022-12-08 20:8:30.6250,0.12,0.11,0.19,0.09,-0.21,-0.1
2022-12-08 20:8:30.6340,0.06,0.09,0.38,0.16,-0.13,-0.04
2022-12-08 20:8:30.6440,-0.13,0.04,0.6,0.22,-0.04,0.03
2022-12-08 20:8:30.6540,-0.13,0.04,0.6,0.26,0.06,0.12
2022-12-08 20:8:30.6640,-0.18,0.11,0.52,0.27,0.15,0.2
2022-12-08 20:8:30.6740,-0.12,0.16,0.42,0.25,0.2,0.24
2022-12-08 20:8:30.6840,-0.17,0.23,0.33,0.22,0.18,0.26
2022-12-08 20:8:30.6940,-0.27,0.35,0.51,0.17,0.1,0.24
2022-12-08 20:8:30.7040,-0.27,0.35,0.51,0.13,-0.01,0.21
2022-12-08 20:8:30.7140,-0.27,0.3,0.71,0.09,-0.08,0.19
2022-12-08 20:8:30.7240,-0.03,0.26,0.86,0.05,-0.11,0.17
2022-12-08 20:8:30.7340,-0.03,0.26,0.86,0.01,-0.13,0.14
2022-12-08 20:8:30.7440,-0.19,0.36,1.16,-0.02,-0.09,0.14
2022-12-08 20:8:30.7540,-0.19,0.36,1.16,-0.01,-0.01,0.16
2022-12-08 20:8:30.7640,-0.42,0.47,1.03,0.01,0.01,0.23
2022-12-08 20:8:30.7740,-0.6,0.52,1.08,0.01,-0.01,0.28
2022-12-08 20:8:30.7840,-0.66,0.49,1.09,-0.01,-0.05,0.29
2022-12-08 20:8:30.7940,-0.31,0.42,1.35,-0.07,-0.12,0.26
2022-12-08 20:8:30.8040,-0.11,0.33,1.48,-0.18,-0.15,0.17
2022-12-08 20:8:30.8140,-0.11,0.33,1.48,-0.32,-0.18,0.04
2022-12-08 20:8:30.8240,0.03,0.18,1.83,-0.4,-0.23,-0.06
2022-12-08 20:8:30.8340,-0.03,0.02,2.35,-0.36,-0.21,-0.11
2022-12-08 20:8:30.8430,-0.34,-0.43,2.55,-0.23,-0.16,-0.1
2022-12-08 20:8:30.8530,-0.34,-0.43,2.55,-0.06,-0.08,-0.03
2022-12-08 20:8:30.8630,-0.56,-0.45,2.37,0.13,0.02,0.11
2022-12-08 20:8:30.8730,-0.64,-0.54,1.93,0.29,0.13,0.28
2022-12-08 20:8:30.8830,-0.75,-0.44,0.58,0.36,0.2,0.41
2022-12-08 20:8:30.8930,-0.75,-0.44,0.11,0.33,0.22,0.48
2022-12-08 20:8:30.9030,-0.77,-0.27,0.11,0.23,0.19,0.48
2022-12-08 20:8:30.9130,-0.61,-0.22,-0.3,0.09,0.13,0.41
2022-12-08 20:8:30.9230,-0.42,-0.26,-0.5,-0.05,-0.0,0.3
2022-12-08 20:8:30.9330,-0.31,-0.21,-0.44,-0.16,-0.14,0.18
2022-12-08 20:8:30.9430,-0.32,-0.21,-0.26,-0.2,-0.25,0.09
2022-12-08 20:8:30.9530,-0.3,-0.27,-0.09,-0.18,-0.27,0.04
2022-12-08 20:8:30.9630,-0.29,-0.38,0.0,-0.12,-0.22,0.02
2022-12-08 20:8:30.9730,-0.31,-0.45,-0.04,-0.06,-0.13,0.05
2022-12-08 20:8:30.9830,-0.3,-0.5,-0.13,0.01,-0.04,0.11
2022-12-08 20:8:30.9930,-0.32,-0.5,-0.26,0.06,0.05,0.17
2022-12-08 20:8:31.0030,-0.31,-0.48,-0.48,0.1,0.1,0.21
2022-12-08 20:8:31.0130,-0.31,-0.45,-0.69,0.1,0.12,0.21
2022-12-08 20:8:31.0230,-0.26,-0.38,-0.94,0.07,0.11,0.18
2022-12-08 20:8:31.0330,-0.14,-0.31,-1.15,0.03,0.11,0.13
2022-12-08 20:8:31.0430,-0.03,-0.25,-1.3,0.01,0.11,0.05
2022-12-08 20:8:31.0520,0.04,-0.2,-1.35,0.0,0.1,-0.03
2022-12-08 20:8:31.0620,-0.01,-0.19,-1.32,0.03,0.11,-0.08
2022-12-08 20:8:31.0730,-0.05,-0.13,-1.36,0.08,0.16,-0.1
2022-12-08 20:8:31.0820,-0.1,-0.12,-1.57,0.12,0.19,-0.09
2022-12-08 20:8:31.0920,-0.23,-0.15,-1.73,0.14,0.18,-0.05
2022-12-08 20:8:31.1020,-0.36,-0.1,-1.82,0.12,0.17,0.0
2022-12-08 20:8:31.1120,-0.4,-0.05,-1.99,0.09,0.15,0.04
2022-12-08 20:8:31.1220,-0.43,-0.01,-2.05,0.05,0.13,0.08
2022-12-08 20:8:31.1330,-0.38,0.07,-1.98,0.01,0.09,0.06
2022-12-08 20:8:31.1420,-0.35,0.04,-1.75,-0.01,0.04,0.04
2022-12-08 20:8:31.1520,-0.33,0.05,-1.48,-0.0,0.02,0.01
2022-12-08 20:8:31.1620,-0.22,0.12,-1.13,0.03,0.02,-0.01
2022-12-08 20:8:31.1720,-0.22,0.12,-1.13,0.05,0.03,-0.03
2022-12-08 20:8:31.1820,-0.26,0.12,-1.02,0.07,0.04,-0.02
2022-12-08 20:8:31.1920,-0.35,0.12,-0.93,0.07,0.03,-0.0
2022-12-08 20:8:31.2020,-0.43,0.08,-0.85,0.07,0.01,0.02
2022-12-08 20:8:31.2120,-0.49,0.04,-0.45,0.07,-0.01,0.03
2022-12-08 20:8:31.2220,-0.49,0.04,-0.45,0.08,-0.02,0.05
2022-12-08 20:8:31.2320,-0.47,0.04,-0.26,0.1,-0.0,0.05
2022-12-08 20:8:31.2420,-0.44,0.06,-0.01,0.14,0.06,0.04
2022-12-08 20:8:31.2510,-0.37,0.04,0.18,0.15,0.1,0.03
2022-12-08 20:8:31.2620,-0.41,0.02,0.49,0.13,0.1,0.03
2022-12-08 20:8:31.2720,-0.41,0.02,0.49,0.08,0.07,0.02
2022-12-08 20:8:31.2810,-0.52,0.01,0.6,0.02,-0.0,0.01
2022-12-08 20:8:31.2910,-0.51,-0.05,0.8,-0.03,-0.09,0.01
2022-12-08 20:8:31.3020,-0.42,-0.13,1.07,-0.04,-0.2,0.0
2022-12-08 20:8:31.3110,-0.27,-0.38,1.75,0.0,-0.28,0.01
2022-12-08 20:8:31.3210,-0.27,-0.38,1.75,0.08,-0.28,0.02
2022-12-08 20:8:31.3310,-0.16,-0.49,1.81,0.16,-0.19,0.07
2022-12-08 20:8:31.3410,-0.18,-0.35,1.65,0.22,-0.07,0.14
2022-12-08 20:8:31.3510,-0.17,-0.18,1.29,0.21,-0.02,0.17
2022-12-08 20:8:31.3610,0.01,-0.16,1.02,0.09,-0.02,0.17
2022-12-08 20:8:31.3710,0.01,-0.16,1.02,-0.09,-0.02,0.12
2022-12-08 20:8:31.3810,0.17,0.01,0.89,-0.28,-0.06,0.0
2022-12-08 20:8:31.3910,0.32,-0.03,1.01,-0.44,-0.15,-0.14
2022-12-08 20:8:31.4010,0.39,-0.01,1.5,-0.51,-0.18,-0.26
2022-12-08 20:8:31.4110,0.4,-0.25,1.96,-0.46,-0.12,-0.35
2022-12-08 20:8:31.4210,0.4,-0.25,1.96,-0.34,-0.01,-0.36
2022-12-08 20:8:31.4310,0.24,-0.27,1.93,-0.18,0.11,-0.28
2022-12-08 20:8:31.4410,0.06,-0.27,1.82,-0.02,0.24,-0.15
2022-12-08 20:8:31.4500,-0.11,-0.26,1.43,0.11,0.32,-0.02
2022-12-08 20:8:31.4600,-0.28,-0.02,0.59,0.17,0.34,0.1
2022-12-08 20:8:31.4700,-0.28,-0.02,0.59,0.19,0.3,0.15
2022-12-08 20:8:31.4800,-0.19,0.1,0.2,0.16,0.18,0.13
2022-12-08 20:8:31.4900,-0.09,0.18,0.02,0.09,0.02,0.06
2022-12-08 20:8:31.5000,0.26,0.18,-0.07,0.01,-0.14,-0.05
2022-12-08 20:8:31.5100,0.5,0.11,-0.08,-0.06,-0.24,-0.17
2022-12-08 20:8:31.5200,0.5,0.11,-0.08,-0.12,-0.29,-0.28
2022-12-08 20:8:31.5300,0.58,0.02,-0.01,-0.13,-0.31,-0.36
2022-12-08 20:8:31.5400,0.53,-0.08,0.23,-0.11,-0.28,-0.39
2022-12-08 20:8:31.5510,0.48,-0.3,0.16,-0.09,-0.2,-0.37
2022-12-08 20:8:31.5600,0.44,-0.33,0.01,-0.07,-0.08,-0.31
2022-12-08 20:8:31.5700,0.44,-0.33,0.01,-0.06,0.03,-0.25
2022-12-08 20:8:31.5800,0.36,-0.31,-0.13,-0.03,0.12,-0.2
2022-12-08 20:8:31.5900,0.36,-0.28,-0.25,-0.01,0.18,-0.18
2022-12-08 20:8:31.6000,0.55,-0.2,-0.59,0.02,0.2,-0.19
2022-12-08 20:8:31.6100,0.55,-0.2,-0.59,0.05,0.2,-0.23
2022-12-08 20:8:31.6200,0.54,-0.13,-0.76,0.09,0.17,-0.28
2022-12-08 20:8:31.6300,0.51,-0.09,-0.95,0.13,0.15,-0.31
2022-12-08 20:8:31.6400,0.4,-0.05,-1.2,0.15,0.12,-0.33
2022-12-08 20:8:31.6500,0.26,0.0,-1.47,0.15,0.11,-0.33
2022-12-08 20:8:31.6590,0.16,0.04,-1.72,0.12,0.12,-0.31
2022-12-08 20:8:31.6690,0.11,0.06,-1.94,0.09,0.12,-0.28
2022-12-08 20:8:31.6790,0.05,0.09,-2.06,0.07,0.1,-0.25
2022-12-08 20:8:31.6890,-0.04,0.11,-1.97,0.05,0.09,-0.21
2022-12-08 20:8:31.7000,-0.06,0.18,-1.93,0.04,0.06,-0.17
2022-12-08 20:8:31.7090,-0.02,0.22,-1.83,0.04,-0.0,-0.16
2022-12-08 20:8:31.7190,-0.07,0.26,-1.57,0.05,-0.07,-0.15
2022-12-08 20:8:31.7290,-0.05,0.31,-1.31,0.07,-0.12,-0.14
2022-12-08 20:8:31.7390,0.13,0.31,-1.15,0.08,-0.12,-0.16
2022-12-08 20:8:31.7490,0.26,0.29,-1.04,0.07,-0.1,-0.17
2022-12-08 20:8:31.7590,0.29,0.27,-0.94,0.06,-0.05,-0.18
2022-12-08 20:8:31.7690,0.32,0.22,-0.87,0.03,0.0,-0.18
2022-12-08 20:8:31.7790,0.33,0.16,-0.74,0.0,0.04,-0.16
2022-12-08 20:8:31.7890,0.27,0.12,-0.5,0.02,0.06,-0.14
2022-12-08 20:8:31.8000,0.08,0.12,-0.18,0.06,0.04,-0.1
2022-12-08 20:8:31.8080,-0.12,0.11,0.24,0.18,0.09,-0.03
2022-12-08 20:8:31.8190,-0.2,0.05,0.28,0.34,0.16,0.04
2022-12-08 20:8:31.8290,-0.4,0.09,0.19,0.43,0.18,0.12
2022-12-08 20:8:31.8390,-0.4,0.09,0.19,0.44,0.18,0.18
2022-12-08 20:8:31.8490,-0.47,0.19,-0.08,0.38,0.15,0.2
2022-12-08 20:8:31.8590,-0.42,0.21,-0.33,0.26,0.07,0.2
2022-12-08 20:8:31.8680,-0.4,0.26,-0.26,0.16,-0.0,0.19
2022-12-08 20:8:31.8780,-0.17,0.27,0.16,0.09,-0.07,0.17
2022-12-08 20:8:31.8880,-0.17,0.27,0.16,0.04,-0.13,0.15
2022-12-08 20:8:31.8980,-0.08,0.23,0.45,0.0,-0.15,0.13
2022-12-08 20:8:31.9080,0.01,0.19,0.65,-0.04,-0.14,0.11
2022-12-08 20:8:31.9180,0.11,0.1,0.81,-0.06,-0.07,0.12
2022-12-08 20:8:31.9280,0.0,0.28,0.84,-0.04,0.05,0.16
2022-12-08 20:8:31.9380,0.0,0.28,0.84,-0.04,0.13,0.2
2022-12-08 20:8:31.9480,-0.15,0.38,0.73,-0.06,0.08,0.24
2022-12-08 20:8:31.9580,-0.24,0.32,0.87,-0.15,-0.04,0.26
2022-12-08 20:8:31.9680,-0.15,0.3,0.96,-0.28,-0.17,0.22
2022-12-08 20:8:31.9780,0.3,0.06,1.51,-0.44,-0.31,0.13
2022-12-08 20:8:31.9880,0.3,0.06,1.51,-0.53,-0.38,0.01
2022-12-08 20:8:31.9980,0.42,-0.04,2.01,-0.51,-0.38,-0.08
2022-12-08 20:8:32.0080,0.42,-0.35,2.38,-0.38,-0.32,-0.12
2022-12-08 20:8:32.0180,0.24,-0.57,2.59,-0.18,-0.22,-0.06
2022-12-08 20:8:32.0280,-0.28,-0.68,2.2,0.05,-0.09,0.1
2022-12-08 20:8:32.0380,-0.28,-0.68,2.2,0.22,0.07,0.33
2022-12-08 20:8:32.0480,-0.26,-0.68,1.62,0.28,0.19,0.51
2022-12-08 20:8:32.0580,-0.22,-0.63,1.02,0.27,0.27,0.6
2022-12-08 20:8:32.0680,-0.25,-0.43,0.5,0.19,0.24,0.59
2022-12-08 20:8:32.0780,-0.15,-0.24,0.31,0.09,0.18,0.52
2022-12-08 20:8:32.0870,0.03,-0.11,0.11,-0.01,0.1,0.39
2022-12-08 20:8:32.0970,0.07,-0.06,-0.11,-0.08,-0.05,0.22
2022-12-08 20:8:32.1070,-0.06,-0.09,0.04,-0.09,-0.21,0.09
2022-12-08 20:8:32.1170,-0.21,-0.16,0.14,-0.08,-0.31,0.02
2022-12-08 20:8:32.1270,-0.23,-0.3,0.12,-0.04,-0.34,0.0
2022-12-08 20:8:32.1370,-0.23,-0.49,0.06,0.01,-0.33,0.02
2022-12-08 20:8:32.1470,-0.34,-0.58,-0.04,0.06,-0.29,0.07
2022-12-08 20:8:32.1570,-0.43,-0.63,-0.16,0.08,-0.22,0.13
2022-12-08 20:8:32.1670,-0.41,-0.65,-0.37,0.07,-0.14,0.16
2022-12-08 20:8:32.1770,-0.36,-0.63,-0.6,0.02,-0.08,0.16
2022-12-08 20:8:32.1870,-0.21,-0.54,-0.81,-0.04,-0.03,0.12
2022-12-08 20:8:32.1970,-0.21,-0.54,-0.81,-0.08,-0.0,0.04
2022-12-08 20:8:32.2070,-0.19,-0.47,-0.83,-0.08,0.01,-0.03
2022-12-08 20:8:32.2170,-0.22,-0.47,-0.79,-0.06,0.03,-0.08
2022-12-08 20:8:32.2270,-0.31,-0.47,-0.83,-0.01,0.04,-0.08
2022-12-08 20:8:32.2370,-0.39,-0.45,-0.98,0.04,0.05,-0.05
2022-12-08 20:8:32.2470,-0.45,-0.47,-1.12,0.09,0.07,-0.0
2022-12-08 20:8:32.2570,-0.46,-0.43,-1.31,0.12,0.12,0.04
2022-12-08 20:8:32.2670,-0.47,-0.37,-1.61,0.1,0.16,0.06
2022-12-08 20:8:32.2770,-0.45,-0.26,-1.84,0.04,0.21,0.04
2022-12-08 20:8:32.2870,-0.39,-0.14,-2.09,-0.05,0.25,0.01
2022-12-08 20:8:32.2970,-0.32,-0.02,-2.19,-0.13,0.25,-0.03
2022-12-08 20:8:32.3060,-0.28,0.08,-2.08,-0.17,0.22,-0.08
2022-12-08 20:8:32.3160,-0.33,0.15,-1.84,-0.17,0.16,-0.11
2022-12-08 20:8:32.3260,-0.39,0.25,-1.58,-0.11,0.11,-0.12
2022-12-08 20:8:32.3360,-0.51,0.19,-1.41,-0.01,0.07,-0.09
2022-12-08 20:8:32.3460,-0.58,0.14,-1.34,0.06,0.01,-0.04
2022-12-08 20:8:32.3560,-0.6,0.18,-1.12,0.12,-0.01,0.02
2022-12-08 20:8:32.3660,-0.62,0.16,-1.05,0.14,0.02,0.06
2022-12-08 20:8:32.3760,-0.55,0.2,-1.12,0.12,0.08,0.09
2022-12-08 20:8:32.3860,-0.48,0.28,-1.13,0.06,0.13,0.08
2022-12-08 20:8:32.3960,-0.4,0.35,-1.03,-0.0,0.19,0.05
2022-12-08 20:8:32.4060,-0.33,0.4,-0.84,-0.05,0.22,0.02
2022-12-08 20:8:32.4160,-0.23,0.41,-0.56,-0.07,0.19,-0.02
2022-12-08 20:8:32.4260,-0.28,0.41,-0.17,-0.05,0.11,-0.05
2022-12-08 20:8:32.4360,-0.45,0.4,0.29,0.03,0.01,-0.04
2022-12-08 20:8:32.4460,-0.61,0.37,0.74,0.15,-0.06,-0.01
2022-12-08 20:8:32.4560,-0.7,0.33,0.95,0.26,-0.1,0.05
2022-12-08 20:8:32.4660,-0.73,0.31,1.0,0.32,-0.11,0.1
2022-12-08 20:8:32.4760,-0.7,0.27,0.99,0.3,-0.09,0.16
2022-12-08 20:8:32.4860,-0.59,0.28,0.88,0.22,-0.04,0.18
2022-12-08 20:8:32.4960,-0.49,0.3,0.8,0.12,0.02,0.18
2022-12-08 20:8:32.5060,-0.35,0.31,0.85,0.03,0.06,0.12
2022-12-08 20:8:32.5150,-0.25,0.28,0.98,-0.01,0.07,0.08
