time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.921650,1.2186,0.2194,0.4503,1.318
0.927523,0.5671,0.3526,-0.0517,0.670
0.933092,0.2490,0.3446,-0.6013,0.736
0.941121,-0.0352,0.2603,-0.7088,0.756
0.942203,-0.4083,0.2958,-0.4416,0.670
0.946651,-0.1379,0.1520,-0.1752,0.270
0.951830,-0.2602,0.1614,0.3063,0.433
0.955357,-0.4905,0.2543,0.7526,0.934
0.961141,-0.2688,0.2871,0.8270,0.916
0.965477,-0.2103,0.3316,0.8599,0.945
0.970844,-0.5951,0.4044,0.9137,1.163
0.975202,-0.6220,0.2762,0.3659,0.773
0.979677,-0.1609,0.0311,-0.4783,0.506
0.986080,0.0756,-0.1920,-0.8038,0.830
0.989909,0.1762,-0.2689,-0.6709,0.744
0.994972,0.0949,-0.2665,-0.5201,0.592
1.004237,0.1809,-0.2928,-0.4970,0.604
1.006941,0.1253,-0.2639,-0.3574,0.462
1.015147,0.0528,-0.1225,-0.1394,0.193
1.015915,-0.0487,0.0497,0.0186,0.072
1.026637,-0.0858,0.1284,0.1027,0.185
1.027707,-0.1227,0.1424,0.1560,0.244
1.029827,-0.2098,0.1133,0.2048,0.314
1.035784,-0.2827,0.0483,0.2229,0.363
1.040007,-0.3608,-0.0238,0.1383,0.387
1.045490,-0.4729,-0.0503,-0.0249,0.476
1.049352,-0.4447,-0.0481,-0.2290,0.502
1.054652,-0.1678,-0.0912,-0.4166,0.458
1.058945,0.1690,-0.1556,-0.3990,0.460
1.063989,0.2547,-0.1984,-0.2887,0.433
1.076579,0.1199,-0.2029,-0.1191,0.264
1.079129,-0.1473,-0.1546,-0.0409,0.217
1.079741,-0.2475,-0.1015,-0.0156,0.268
1.092201,-0.2641,-0.0819,0.1077,0.297
1.093289,-0.2972,-0.0840,0.3102,0.438
1.094556,-0.2968,0.0119,0.6018,0.671
1.099318,-0.4453,0.1911,0.7220,0.870
1.109462,-0.7143,0.3318,0.5637,0.969
1.110869,-0.7907,0.3910,0.2172,0.908
1.114295,-0.5685,0.3185,-0.1742,0.675
1.131721,-0.3010,0.1411,-0.4029,0.522
1.133446,-0.1842,0.1384,-0.2755,0.359
1.134304,-0.0821,0.1477,-0.0763,0.185
1.137346,0.1782,0.1044,0.1636,0.263
1.140722,-0.0359,0.2283,0.2962,0.376
1.146979,-0.1210,0.1513,0.2021,0.280
1.148958,-0.1299,-0.0166,-0.0185,0.132
1.168718,0.0122,-0.1459,-0.1241,0.192
1.169857,0.0661,-0.1771,-0.1129,0.220
1.170508,0.0457,-0.0575,-0.0276,0.078
1.170913,0.1810,-0.0289,-0.1075,0.213
1.173690,0.3908,-0.0147,-0.3309,0.512
1.179273,0.3663,-0.0220,-0.5977,0.701
1.185069,0.2562,-0.1248,-0.9082,0.952
1.189658,0.1630,-0.2297,-1.1122,1.147
1.193951,0.0815,-0.2696,-1.0402,1.078
1.199418,0.1959,-0.3283,-0.8690,0.949
1.205265,0.2765,-0.3390,-0.6442,0.779
1.208822,0.3045,-0.3304,-0.4376,0.627
1.213339,0.3330,-0.2476,-0.1384,0.437
1.225723,0.3311,-0.1172,0.1006,0.365
1.226891,0.4473,-0.0109,0.2439,0.510
1.231611,0.5284,0.0664,0.2175,0.575
1.235069,0.4213,0.0910,0.1246,0.449
1.251837,0.3122,0.1058,0.0415,0.332
1.252771,0.1340,0.1327,-0.0606,0.198
1.253186,-0.0610,0.1571,-0.1100,0.201
1.253550,-0.0428,0.1456,-0.0421,0.158
1.258487,-0.0173,0.1006,0.1696,0.198
1.263117,-0.0201,0.0435,0.3483,0.352
1.268616,0.0634,-0.0160,0.3698,0.376
1.273131,0.2311,0.0487,0.3203,0.398
1.278654,0.3922,0.1659,0.1614,0.455
1.282607,0.6477,0.1775,0.0413,0.673
1.288036,0.7871,0.0862,-0.1792,0.812
1.293642,0.7528,-0.0193,-0.3185,0.818
1.298249,0.5540,-0.0457,-0.3625,0.664
1.309237,0.3387,0.0092,-0.3329,0.475
1.316448,0.0154,0.1982,-0.2224,0.298
1.320056,-0.4088,0.3224,-0.0763,0.526
1.322145,-0.6756,0.2384,0.1224,0.727
1.323730,-0.7873,0.0852,0.3837,0.880
1.339479,-0.7823,-0.0679,0.6335,1.009
1.340344,-0.6462,-0.1732,0.8126,1.053
1.340814,-0.5298,-0.2427,0.7752,0.970
1.343496,-0.4137,-0.2955,0.5857,0.776
1.349858,-0.1997,-0.2311,0.3971,0.501
1.354727,0.1315,-0.0665,0.1685,0.224
1.359792,0.4918,0.1051,-0.0623,0.507
1.362703,0.7761,0.2621,-0.2571,0.859
1.368321,0.8889,0.3208,-0.4474,1.046
1.372275,0.8449,0.3413,-0.5592,1.069
1.378346,0.5960,0.2661,-0.6526,0.923
1.382575,0.3571,0.2080,-0.6991,0.812
1.388139,0.2117,0.2528,-0.6174,0.700
1.394068,0.0281,0.2571,-0.4647,0.532
1.397348,-0.3473,0.1563,-0.2698,0.467
1.407324,-0.7783,0.0773,0.0778,0.786
1.408755,-0.9998,-0.0136,0.5068,1.121
1.417113,-0.9784,-0.0280,0.8695,1.309
1.426881,-0.8073,-0.0043,1.0994,1.364
1.427876,-0.5912,-0.1673,1.0245,1.195
1.428175,-0.4663,-0.1462,0.8313,0.964
1.431959,-0.0615,-0.6034,0.2802,0.668
1.437713,0.4945,-0.8066,-0.1583,0.959
1.442983,0.8160,-0.5313,0.0062,0.974
1.446882,0.7995,0.0018,0.3506,0.873
1.452713,0.6488,0.3930,0.3582,0.839
1.457667,0.4008,0.3677,-0.1076,0.554
1.462084,-0.0135,0.2253,-0.4467,0.500
1.467295,-0.4969,0.2386,-0.4513,0.712
1.473594,-0.9093,0.0894,-0.3153,0.967
1.478594,-1.0527,-0.1311,-0.2590,1.092
1.482484,-1.0084,-0.3010,-0.0977,1.057
1.486783,-0.7019,-0.6118,0.0632,0.933
1.492815,-0.3674,-0.6782,0.2004,0.797
1.496240,0.0165,-0.6298,0.3114,0.703
1.501409,0.3255,-0.4596,0.2768,0.628
1.509354,0.5455,-0.2753,0.0919,0.618
1.511562,0.5766,-0.1581,-0.2820,0.661
1.516349,0.4791,-0.0672,-0.6708,0.827
1.532396,0.3942,0.0524,-0.8309,0.921
1.533340,0.3145,0.1385,-0.7768,0.849
1.533716,0.2662,0.1864,-0.5900,0.674
1.540181,0.2014,0.1362,-0.3848,0.455
1.542022,0.0653,0.0934,-0.1181,0.164
1.546347,-0.1064,0.0481,0.2250,0.254
1.551870,-0.2137,0.0316,0.4704,0.518
1.555887,-0.2950,0.0364,0.5658,0.639
1.561996,-0.2331,0.0842,0.6166,0.665
1.566829,-0.1285,0.0792,0.5750,0.594
1.572304,-0.0169,0.0741,0.5415,0.547
1.575823,0.0638,-0.0268,0.4730,0.478
1.580817,0.1089,-0.1468,0.3096,0.359
1.588993,0.1759,-0.2834,-0.0064,0.334
1.592814,0.2696,-0.4055,-0.3678,0.610
1.596169,0.4115,-0.2404,-0.6005,0.767
1.601139,0.5369,-0.0253,-0.6566,0.849
1.608487,0.7181,0.2255,-0.6177,0.974
1.611299,0.7567,0.4449,-0.6465,1.090
1.615829,0.6222,0.5636,-0.7259,1.110
1.628234,0.3526,0.5076,-0.8301,1.035
1.629927,0.0240,0.3036,-0.8539,0.907
1.630575,-0.1947,-0.0005,-0.6728,0.700
1.655987,-0.2370,-0.2442,-0.3323,0.476
1.657227,-0.1411,-0.3873,-0.0423,0.414
1.657669,0.0192,-0.3293,0.2022,0.387
1.657993,0.1149,-0.1089,0.3372,0.373
1.658389,0.1678,0.1494,0.4035,0.462
1.660579,0.1182,0.3426,0.3079,0.476
1.666147,0.0257,0.3227,0.1338,0.350
1.670469,-0.1241,0.1785,-0.1022,0.240
1.675319,-0.2595,-0.0061,-0.2141,0.336
1.680298,-0.3593,-0.1402,-0.1948,0.432
1.685326,-0.4311,-0.2405,-0.0538,0.497
1.692419,-0.3576,-0.2450,0.0821,0.441
1.696385,-0.2369,-0.1777,0.2322,0.376
1.700521,-0.1237,-0.0340,0.3179,0.343
1.711346,-0.0179,0.1166,0.3418,0.362
1.712393,0.0090,0.1761,0.1796,0.252
1.722164,-0.0310,0.1494,-0.1353,0.204
1.723346,-0.0995,0.0797,-0.4502,0.468
1.725612,-0.1825,-0.0089,-0.6148,0.641
1.738516,-0.2231,-0.0852,-0.6006,0.646
1.739397,-0.2020,-0.2068,-0.4437,0.530
1.739659,-0.1073,-0.2660,-0.2230,0.363
1.746990,0.0135,-0.2031,-0.0337,0.206
1.750653,0.0431,-0.1020,0.1008,0.150
1.754465,0.0771,-0.0059,0.1542,0.172
1.759652,0.2020,0.0517,0.1531,0.259
1.764064,0.3463,0.1020,0.0065,0.361
1.770466,0.3525,0.0853,-0.2070,0.418
1.775125,0.2900,0.1666,-0.2317,0.407
1.779797,0.2761,0.1857,-0.2593,0.422
1.784835,0.3082,0.1330,-0.3303,0.471
1.790978,0.3287,0.0208,-0.4044,0.522
1.795005,0.3161,-0.0984,-0.4673,0.573
1.800309,0.3276,-0.1648,-0.3875,0.534
1.810480,0.3487,-0.1520,-0.2820,0.474
1.811270,0.3771,-0.1226,-0.1435,0.422
1.814997,0.3817,-0.1170,0.0044,0.399
1.831226,0.2718,-0.1426,0.1068,0.325
1.832198,0.0928,-0.2088,0.1781,0.290
1.832504,-0.1124,-0.2439,0.2184,0.346
1.835511,-0.2793,-0.2551,0.2374,0.447
1.840960,-0.3794,-0.1849,0.2998,0.518
1.844975,-0.4297,-0.1101,0.2953,0.533
1.848920,-0.4565,-0.0329,0.3390,0.570
1.856879,-0.4550,0.0824,0.3423,0.575
1.860324,-0.4658,0.2405,0.4489,0.690
1.865204,-0.4267,0.4030,0.6211,0.855
1.869812,-0.3567,0.4887,0.7225,0.942
1.874763,-0.2797,0.3947,0.6099,0.778
1.879100,-0.1886,0.2099,0.3717,0.467
1.883938,-0.0733,0.0419,0.1750,0.194
1.888917,0.0970,-0.0542,-0.0284,0.115
1.894562,0.2026,-0.0712,-0.3442,0.406
1.898871,0.2150,-0.0212,-0.6318,0.668
1.904677,0.1770,0.0553,-0.7504,0.773
1.912140,0.0817,0.1032,-0.7002,0.713
1.915713,-0.0352,0.0889,-0.5457,0.554
1.919206,-0.1831,0.0174,-0.2673,0.324
1.928173,-0.2713,-0.1091,0.0202,0.293
1.929154,-0.3336,-0.2641,0.2096,0.474
1.934464,-0.3892,-0.3830,0.4184,0.688
1.938349,-0.3763,-0.4014,0.6083,0.820
1.943600,-0.2805,-0.2789,0.8565,0.943
1.948583,-0.0463,-0.0897,0.9623,0.968
1.953278,0.2120,0.0345,0.8613,0.888
1.958670,0.3920,0.1152,0.5870,0.715
1.963248,0.3836,0.1192,0.1819,0.441
1.970693,0.1842,0.0539,-0.2347,0.303
1.975085,-0.1179,-0.0161,-0.5199,0.533
1.978881,-0.3753,-0.0714,-0.7221,0.817
1.984534,-0.4708,-0.1144,-0.6883,0.842
1.990220,-0.4522,-0.1166,-0.4974,0.682
1.993667,-0.4464,-0.0518,-0.1059,0.462
1.998135,-0.4630,0.0607,0.3265,0.570
2.003127,-0.4350,0.1849,0.7502,0.887
2.008257,-0.3381,0.3087,0.9574,1.061
2.014500,-0.1575,0.3508,0.8861,0.966
2.018735,0.2007,0.3568,0.5913,0.719
2.025310,0.9555,0.3721,0.1131,1.032
2.028616,1.2862,0.3850,-0.5586,1.454
2.033971,1.0369,0.2353,-0.8791,1.380
2.057513,0.4868,0.0859,-0.7794,0.923
2.058332,-0.0083,-0.0201,-0.5993,0.600
2.058600,-0.2691,-0.0613,-0.4775,0.552
2.058855,-0.3865,-0.0234,-0.3418,0.517
2.059114,-0.4729,0.0575,-0.1610,0.503
2.064073,-0.5549,0.1001,0.0558,0.567
2.068948,-0.6209,0.0445,0.2488,0.670
2.074118,-0.5802,-0.0708,0.3322,0.672
2.077715,-0.4110,-0.2147,0.3396,0.575
2.082294,-0.1634,-0.3082,0.2950,0.457
2.089401,0.0817,-0.3132,0.1933,0.377
2.093293,0.2287,-0.2657,0.1376,0.377
2.097849,0.3207,-0.1752,0.0295,0.367
2.102523,0.3604,-0.0895,-0.1242,0.392
2.108924,0.3265,-0.0136,-0.3140,0.453
2.115237,0.2477,0.0576,-0.4133,0.485
2.122905,0.1096,0.1382,-0.4243,0.460
2.124009,0.0338,0.2068,-0.3781,0.432
2.136692,-0.0349,0.2419,-0.3030,0.389
2.137762,-0.0679,0.2219,-0.2494,0.341
2.138221,-0.1275,0.1302,-0.2435,0.304
2.142192,-0.2043,-0.0403,-0.2016,0.290
2.147726,-0.2957,-0.2512,-0.1766,0.426
2.151856,-0.3854,-0.4330,-0.1231,0.593
2.157348,-0.4805,-0.5141,0.0712,0.707
2.163125,-0.5669,-0.5209,0.3228,0.835
2.167817,-0.6161,-0.4655,0.4787,0.909
2.172148,-0.6063,-0.3360,0.5919,0.912
2.177382,-0.5639,-0.2043,0.6887,0.913
2.181723,-0.5436,-0.0920,0.8149,0.984
2.187737,-0.4857,-0.0396,0.8104,0.946
2.194263,-0.4091,-0.0159,0.5744,0.705
2.197288,-0.3161,-0.0521,0.1691,0.362
2.202218,-0.2448,-0.1121,-0.3416,0.435
2.210127,-0.1043,-0.1837,-0.8412,0.867
2.213631,-0.0238,-0.1952,-1.1865,1.203
2.217383,0.0231,-0.1538,-1.3112,1.320
2.234226,0.0654,-0.0286,-1.1556,1.158
2.236403,0.0308,0.1517,-0.8460,0.860
2.237293,-0.0355,0.3008,-0.6213,0.691
2.238445,-0.0469,0.3758,-0.4383,0.579
2.261878,0.0422,0.3717,-0.3968,0.545
2.262986,0.0742,0.3366,-0.2625,0.433
2.263380,0.1879,0.2322,-0.0086,0.299
2.263711,0.9893,-0.2549,0.1518,1.033
2.264037,2.0988,-0.8659,0.1493,2.275
2.266798,2.4119,-0.8882,0.1944,2.578
2.273918,1.9793,-0.5545,0.2251,2.068
2.276566,1.0945,-0.1807,0.0359,1.110
2.281386,0.2253,0.0922,-0.2777,0.369
2.289003,-0.4025,0.1905,-0.6564,0.793
2.295243,-0.8350,0.2076,-0.9070,1.250
2.298787,-1.0032,0.2155,-0.9580,1.404
2.302137,-1.0292,0.2165,-0.8667,1.363
2.307037,-0.9820,0.2942,-0.6066,1.191
2.311796,-0.9263,0.3983,-0.2945,1.050
2.316482,-0.9099,0.4592,0.0320,1.020
2.320838,-0.7415,0.4244,0.1676,0.871
2.327654,-0.4234,0.3705,0.0694,0.567
2.356820,-0.1319,0.2592,-0.1046,0.309
2.357867,0.2001,0.1122,-0.1682,0.285
2.358724,0.3050,-0.0299,-0.0956,0.321
2.359153,0.4005,-0.1264,0.0342,0.421
2.359546,0.4293,-0.1845,0.0607,0.471
2.359967,0.2742,-0.1707,0.1419,0.353
2.360318,0.0187,-0.1163,0.1389,0.182
2.365958,-0.1411,-0.0738,0.0186,0.160
2.370302,-0.1792,0.0142,-0.2648,0.320
2.375641,0.0629,0.0568,-0.6661,0.671
2.380872,0.1212,0.1401,-0.8625,0.882
2.387698,0.1535,0.2258,-1.0120,1.048
2.392401,0.3132,0.2900,-1.0908,1.171
2.396875,0.1049,0.2155,-0.8691,0.902
2.401652,-0.3933,-0.0093,-0.5528,0.678
2.413432,-0.3661,-0.2407,-0.5223,0.682
2.415171,0.0647,-0.3329,-0.5694,0.663
2.417197,0.6607,-0.2456,-0.5025,0.866
2.421198,1.1891,0.0088,-0.1154,1.195
2.434757,1.6370,0.3102,0.3916,1.712
2.436284,1.6098,0.5843,0.9764,1.971
2.448737,1.0635,0.6039,1.5203,1.951
2.449852,0.2524,0.4939,1.9209,1.999
2.450318,-0.5133,0.2187,1.6114,1.705
2.450993,-1.1791,-0.1351,0.7009,1.378
2.459596,-1.6075,-0.4284,0.2151,1.677
2.462633,-1.6395,-0.5680,-0.0694,1.736
2.465519,-0.8958,-0.5325,-0.5957,1.200
2.471089,-1.0736,-0.3391,0.1152,1.132
2.476514,-0.1112,-0.3371,-0.2246,0.420
2.480307,1.7545,-0.1271,-2.3515,2.937
2.485628,0.8825,0.2789,-1.6666,1.906
2.490402,0.4729,0.3763,-0.9985,1.167
2.495798,0.4243,0.2370,-0.5545,0.737
2.499491,0.4927,-0.0958,0.2597,0.565
2.504984,0.3721,-0.2536,0.4971,0.671
2.510008,0.3716,-0.1483,0.5144,0.652
2.514900,0.1301,0.1026,0.4822,0.510
2.519805,-0.3197,0.1880,0.6879,0.782
2.540212,-0.7336,0.5056,-1.0759,1.397
2.542611,-0.5185,0.5531,-1.3526,1.551
2.543645,-0.1295,0.4168,-0.9635,1.058
2.544611,0.3827,-0.1046,0.8923,0.977
2.545200,-0.1350,-0.4151,1.0073,1.098
2.549843,-0.2257,-0.3042,-0.7704,0.858
2.554875,-0.4061,-0.0447,-1.6474,1.697
2.560027,-0.5600,0.6718,-2.3192,2.479
2.564684,-0.5144,1.4362,-2.1640,2.648
2.570461,-0.7899,1.9397,-1.4463,2.545
2.575469,-1.0907,2.3618,-0.7201,2.699
2.580639,-0.2943,1.7597,1.0535,2.072
2.584038,1.3542,0.3515,3.2258,3.516
2.591694,2.5446,-0.9134,3.8561,4.709
2.595910,2.9533,-2.0995,2.8556,4.613
2.599579,2.5807,-2.5610,1.4998,3.933
2.604162,0.9508,-2.1975,0.5593,2.459
2.610172,-1.3031,-1.1430,0.0207,1.733
2.614202,-2.5916,-0.2034,-0.9644,2.773
2.619167,-2.4032,0.1456,-1.0825,2.640
2.627169,-1.7377,0.4903,-0.8611,2.000
2.631832,-1.8973,0.6461,-0.0739,2.006
2.634244,-1.6821,0.7107,0.6054,1.924
2.649904,-1.4630,0.5288,0.9052,1.800
2.651468,-0.3465,0.1362,0.8404,0.919
2.651937,1.0882,-0.2160,1.5126,1.876
2.656397,2.0439,-0.4370,1.6902,2.688
2.661231,1.0184,-0.6129,1.0379,1.578
2.665160,2.6654,-1.9386,-1.6901,3.704
2.670269,1.0308,0.8649,-0.3072,1.380
2.673994,2.5878,0.0154,0.3357,2.610
2.678943,1.5882,1.4528,-1.1275,2.430
2.685553,1.0202,1.2164,-0.7268,1.746
2.689527,-1.7654,0.2536,0.1711,1.792
