time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.636467,4.1960,-0.7787,-2.8236,5.117
0.641291,2.7855,-0.6518,-2.7563,3.973
0.646302,1.8857,-0.5695,-2.2580,2.996
0.655944,1.4409,-0.6339,-1.3454,2.071
0.658110,1.2599,-0.6775,-0.3285,1.468
0.662090,0.6883,-0.8323,0.5600,1.217
0.666046,0.0344,-1.0778,1.0822,1.528
0.672078,-0.1108,-1.3459,1.0023,1.682
0.676567,-0.1214,-1.5822,1.0236,1.888
0.680784,-0.4809,-1.6396,1.2515,2.118
0.688687,-0.6113,-1.3642,1.2338,1.938
0.691810,-0.6288,-1.0622,1.3801,1.852
0.696154,-0.8556,-0.7746,2.2543,2.533
0.712041,-1.6133,-0.7408,3.8970,4.282
0.714383,-1.9660,-0.8505,4.7389,5.201
0.715664,-1.6547,-0.9910,5.0485,5.404
0.729908,-1.3830,-0.9291,4.5431,4.839
0.732441,-2.0582,-0.6776,4.2439,4.765
0.733903,-2.3497,-0.4025,3.6019,4.319
0.734776,-2.9041,-0.0642,2.7192,3.979
0.743992,-3.6046,0.1641,2.4812,4.379
0.747906,-3.9318,0.4407,2.4485,4.653
0.748915,-3.7319,0.5113,3.0104,4.822
0.750469,-3.1543,0.4366,3.7016,4.883
0.756246,-2.7952,0.7275,3.9417,4.887
0.764348,-2.8809,0.9184,3.8978,4.933
0.767229,-3.3484,1.3195,3.0294,4.704
0.770716,-4.5686,2.0461,2.3594,5.534
0.776092,-3.9226,1.7167,3.1343,5.306
0.780437,-3.2359,1.7671,1.3744,3.935
0.790547,-2.6526,1.6243,0.3386,3.129
0.795147,-2.2150,1.7029,-0.8885,2.932
0.796086,-1.8108,1.7854,-1.7613,3.093
0.800698,-1.2057,1.4846,-3.7150,4.178
0.805506,-1.2840,0.8327,-4.8394,5.076
0.810369,-0.9501,0.8589,-7.3117,7.423
0.815496,-0.3734,0.6260,-9.5430,9.571
0.821476,0.0823,-0.2101,-8.9374,8.940
0.825465,1.2718,-0.6351,-9.0063,9.118
0.830545,2.7642,-1.2322,-8.6221,9.138
0.837376,4.6885,-2.6858,-5.7854,7.916
0.840562,2.0164,-2.4237,-9.8461,10.339
0.846179,1.7979,-2.9533,-9.8444,10.434
0.852947,1.7768,-3.7942,-8.2200,9.226
0.857083,1.7687,-4.4413,-7.2328,8.670
0.868515,1.7039,-4.7262,-6.2804,8.043
0.870863,1.8542,-4.5374,-5.5702,7.420
0.873048,2.6016,-3.8285,-4.5623,6.499
0.875348,5.5461,-3.0832,-1.8369,6.606
0.880791,6.3284,-2.1979,-0.9745,6.770
0.889953,7.6119,-1.7004,0.1353,7.801
0.891823,7.5312,-1.4275,0.4272,7.677
0.902751,6.8502,-0.9919,0.3809,6.932
0.905084,5.7132,-0.3512,0.0727,5.724
0.905916,3.3622,0.1274,-0.6381,3.425
0.909394,0.8846,0.3187,-1.5382,1.803
0.915159,-0.9841,0.3669,-1.9539,2.218
0.939548,-2.0129,0.4816,-2.6048,3.327
0.941195,-2.5299,0.5462,-2.5626,3.642
0.941871,-2.8548,0.3104,-2.3941,3.739
0.942699,-2.7124,0.0614,-2.1141,3.440
0.943865,-2.3655,-0.2018,-1.4612,2.788
0.944445,-2.1701,-0.4508,0.5240,2.278
0.948901,-2.5901,-0.7018,4.3487,5.110
0.961509,-2.2574,-0.6664,6.4006,6.820
0.963847,-1.7702,-0.2804,5.8185,6.088
0.965039,-1.2986,-0.0067,5.3397,5.495
1.004174,-1.1501,0.3187,6.4396,6.549
1.006715,-0.7369,0.3413,8.0847,8.125
1.010653,-0.8452,0.9027,8.2887,8.380
1.013872,-1.7397,1.7498,6.7395,7.177
1.015673,-2.7122,2.4106,5.3169,6.437
1.016820,-2.9960,2.3486,3.3991,5.103
1.018347,-3.3946,1.6768,1.7325,4.164
1.019769,-3.9516,0.8747,0.8636,4.138
1.020793,-4.1792,0.1343,0.3222,4.194
1.021752,-3.8615,-0.3598,-0.0359,3.878
1.022916,-3.1212,-0.5298,-0.2462,3.175
1.025000,-2.3101,-0.1540,0.1531,2.320
1.030138,-1.8927,0.3147,0.5743,2.003
1.035172,-1.7455,0.4224,1.1736,2.145
1.046979,-1.5690,0.2618,1.4303,2.139
1.049086,-1.2369,-0.0214,1.0630,1.631
1.053941,-0.3892,-0.3910,0.5309,0.766
1.078222,0.3742,-0.5439,-0.0969,0.667
1.079350,0.4727,-0.4017,-0.9069,1.099
1.079736,1.0042,-0.2937,-1.7490,2.038
1.080358,1.5126,-0.1210,-2.3107,2.764
1.080828,1.9852,0.0461,-2.8104,3.441
1.081353,2.6558,0.1175,-2.9215,3.950
1.084321,3.2157,-0.0020,-2.7404,4.225
1.088851,4.0960,-0.3334,-2.4325,4.776
1.093005,5.9324,-1.0628,-1.6865,6.258
1.097860,4.4704,-0.9515,-1.0312,4.685
1.104052,3.9128,-0.7755,-0.3054,4.001
1.108359,3.4650,-0.5019,0.2594,3.511
1.112962,3.0020,-0.1925,0.2620,3.020
1.119074,2.1551,0.3612,0.1931,2.194
1.123030,0.9796,0.9632,0.3753,1.424
1.128478,-0.0474,1.2828,0.6318,1.431
1.133057,-0.4380,1.2773,0.4322,1.418
1.139308,-0.0568,1.0516,0.0257,1.053
1.144012,0.2709,0.7203,-0.4083,0.871
1.148689,0.7287,0.5001,-0.4991,1.015
1.166975,1.1611,0.3877,-0.3190,1.265
1.168664,1.1207,0.2536,0.0361,1.150
1.170048,0.6333,0.1956,0.4227,0.786
1.170999,0.1916,0.1619,0.7381,0.780
1.176566,-0.3867,0.3132,0.7865,0.931
1.177687,-0.9893,0.6299,0.7806,1.409
1.183032,-1.2668,0.7701,0.8853,1.727
1.194036,-1.0254,0.7318,1.0076,1.613
1.195229,-0.6637,0.7062,0.9015,1.324
1.197713,-0.9185,0.6688,0.9071,1.454
1.205182,-1.3476,0.7008,1.0102,1.824
1.208196,-1.6673,0.7689,0.7279,1.975
1.212904,-1.7550,0.6856,0.3161,1.911
1.217335,-1.5783,0.4614,0.1139,1.648
1.222195,-1.7490,0.7590,0.0012,1.907
1.227167,-0.8873,0.7496,0.3370,1.209
1.231980,-0.5513,-0.0220,0.6650,0.864
1.238441,0.0494,-0.2814,0.6610,0.720
1.242583,0.3802,-0.6205,0.0190,0.728
1.247385,0.4903,-0.9127,-0.3114,1.082
1.252209,0.3212,-1.0431,-0.4366,1.176
1.257479,0.2561,-1.1040,-0.0150,1.133
1.262716,1.0064,-1.7217,-0.1595,2.001
1.267442,1.4713,-2.2846,-0.6787,2.801
1.275915,1.3852,-2.9172,-0.5448,3.275
1.277793,1.2179,-3.2191,-1.0935,3.611
1.282411,1.5333,-4.0588,-1.8614,4.721
1.294629,1.7562,-3.9449,-2.1150,4.808
1.296774,1.7982,-3.3892,-1.2228,4.027
1.298163,1.6960,-2.9021,-0.7394,3.442
1.302475,1.7898,-2.5581,-0.4965,3.161
1.321703,1.8684,-2.2219,-0.6942,2.985
1.323540,1.5027,-1.7118,-1.3848,2.666
1.324253,1.4788,-1.2963,-1.5613,2.511
1.324902,1.2131,-0.7186,-1.1465,1.817
1.327091,0.8664,-0.4489,-0.3571,1.039
1.331629,0.2779,-0.2668,0.2366,0.452
1.338084,-0.0203,-0.2017,0.2314,0.308
1.341804,-0.2762,-0.1074,-0.0614,0.303
1.346489,-0.4452,-0.1523,-0.5755,0.743
1.351184,-0.6892,-0.2800,-0.8429,1.124
1.357167,-0.9152,-0.3986,-1.0462,1.446
1.361611,-0.9515,-0.6496,-1.3611,1.783
1.366568,-1.1838,-0.9104,-1.7063,2.268
1.371556,-1.7527,-0.9789,-2.1616,2.950
1.376578,-2.3713,-0.6877,-2.6798,3.644
1.381449,-3.1439,-0.4021,-3.2785,4.560
1.389021,-3.6230,-0.2907,-3.6310,5.138
1.391973,-3.8091,-0.1552,-3.9455,5.486
1.396978,-3.5816,-0.2077,-4.0194,5.388
1.401369,-3.2986,-0.2004,-4.4034,5.506
1.408257,-3.0544,-0.2356,-4.3392,5.312
1.412003,-3.0813,-0.1993,-4.1664,5.186
1.416266,-3.0492,-0.0851,-3.6337,4.744
1.424197,-2.5622,0.2283,-2.3690,3.497
1.427387,-1.7857,0.6871,-0.7140,2.042
1.432400,-0.9990,1.0003,0.6600,1.560
1.436185,-0.5942,1.0958,1.5672,2.002
1.449275,-0.4897,0.8685,1.8562,2.107
1.450668,-0.5384,0.5429,1.5176,1.699
1.451512,-0.9146,0.4682,0.7077,1.248
1.474205,-1.3966,0.4722,-0.4012,1.528
1.476208,-1.6293,0.5171,-1.4928,2.269
1.477521,-1.6085,0.4348,-2.2262,2.781
1.478618,-1.4992,0.2495,-2.6505,3.055
1.480485,-0.8599,-0.2666,-2.5855,2.738
1.483131,-0.1600,-0.8521,-2.2380,2.400
1.486649,-0.0005,-1.2924,-1.7106,2.144
1.491107,0.2322,-1.9055,-1.2892,2.312
1.496427,0.7320,-2.4906,-0.7109,2.692
1.500810,0.9629,-2.8145,-0.0542,2.975
1.505772,1.1669,-2.9159,0.4896,3.179
1.510862,1.1851,-2.8663,0.7700,3.196
1.515333,0.8570,-2.6950,0.3623,2.851
1.524453,0.8552,-2.5436,0.2549,2.696
1.526524,0.2469,-2.1843,-0.3561,2.227
1.530421,0.3604,-1.9172,-0.9705,2.179
1.536262,0.8450,-1.7853,-0.8064,2.133
1.545895,0.6167,-1.6273,-0.7032,1.877
1.547833,-0.0342,-1.3505,-0.8066,1.573
1.550942,-0.2253,-1.0116,-0.7150,1.259
1.556941,0.3102,-0.1475,-1.1055,1.158
1.562286,1.4725,0.9415,-0.7762,1.912
1.565196,1.0407,0.6192,2.6288,2.894
1.584578,0.6772,0.7485,4.3969,4.511
1.587030,-0.1231,0.9491,4.7801,4.875
1.588226,-0.5122,1.2519,3.6051,3.851
1.589661,-1.1828,1.4507,1.8334,2.620
1.595232,-1.5573,1.4283,0.4323,2.157
1.596273,-1.7574,1.2103,-0.4272,2.176
1.600429,-2.1440,0.9268,-0.8087,2.472
1.606348,-2.2565,0.6248,-0.7708,2.465
1.610205,-2.1792,0.3785,-0.0239,2.212
1.614767,-2.1242,0.0604,1.1664,2.424
1.619491,-2.5820,-0.0384,2.0821,3.317
1.625669,-2.9308,0.1781,2.4899,3.850
1.630211,-3.4439,0.4754,2.3527,4.198
1.635077,-4.0982,0.5947,1.8706,4.544
1.639918,-4.1621,0.5493,1.3073,4.397
1.645313,-4.1385,0.5144,0.7686,4.241
1.649445,-4.2120,0.5120,0.3868,4.261
1.657325,-3.2884,0.2825,0.5792,3.351
1.660980,-2.5144,0.1265,0.4719,2.561
1.665403,-1.8977,0.0562,0.7928,2.057
1.670125,-2.0820,0.1661,0.5444,2.158
1.676680,-2.1668,0.2550,0.2533,2.196
1.679647,-1.1128,0.0268,0.5460,1.240
1.684849,-2.1131,0.3308,0.3842,2.173
1.691739,-2.0735,0.1858,0.3287,2.108
1.697053,-1.7147,-0.1527,0.6290,1.833
1.699693,-2.1960,-0.4132,0.4152,2.273
1.715227,-0.8698,-1.1269,0.3560,1.467
1.717258,-1.7976,-1.1652,0.4036,2.180
1.718582,-2.1218,-1.3734,0.0912,2.529
1.744264,-1.8571,-1.7954,0.2919,2.599
1.745847,-2.1950,-2.1105,0.1873,3.051
1.746409,-3.0685,-2.3884,-0.1222,3.890
1.746995,-3.1850,-2.7169,0.1096,4.188
1.747534,-3.7029,-2.8846,-0.3247,4.705
1.748516,-3.5216,-3.0245,-0.6848,4.692
1.749205,-3.1121,-2.9920,-0.6310,4.363
1.756217,-2.4526,-2.7994,0.0775,3.723
1.760392,-2.6757,-2.1969,-0.1546,3.466
1.763971,-2.3555,-1.1006,0.2863,2.616
1.768580,-2.8456,0.1972,0.6338,2.922
1.774403,-3.5415,1.0632,0.0968,3.699
1.779181,-3.6370,1.5772,0.3418,3.979
1.784082,-4.3692,2.1318,0.1888,4.865
1.791121,-4.3940,2.4082,-0.0516,5.011
1.794343,-4.4376,2.5140,-0.5484,5.130
1.799083,-3.1471,2.1197,-0.8150,3.881
1.803932,-1.6052,1.2442,-0.2477,2.046
1.808654,-0.3883,0.1898,-0.3124,0.533
1.815449,1.2696,-0.9207,-0.2212,1.584
1.819923,2.6387,-1.7614,0.2812,3.185
1.825515,4.2009,-2.4581,1.2919,5.036
1.828923,3.4932,-2.5617,1.7993,4.691
1.833908,2.5581,-2.4329,2.6106,4.391
1.847436,2.1626,-2.3040,3.8490,4.980
1.849953,1.3474,-1.8902,5.2508,5.741
1.851132,-0.0636,-1.3085,6.7858,6.911
1.867582,-1.4683,-0.8580,8.0528,8.230
1.869728,-2.6454,-0.4290,8.1832,8.611
1.870687,-3.4521,0.1315,7.2239,8.007
1.871393,-3.4627,0.6637,5.3835,6.435
1.875905,-2.9420,1.1979,3.1379,4.465
1.877917,-1.7766,1.4784,0.9774,2.509
1.883657,-0.5290,1.5959,-0.6901,1.817
1.888976,0.0685,1.5637,-2.2715,2.758
1.892879,0.3334,1.4565,-3.6589,3.952
1.898035,0.5417,1.4037,-4.5773,4.818
1.902734,0.6429,1.2474,-4.8685,5.067
1.909015,0.4811,1.0354,-4.4358,4.580
1.912808,0.1915,0.9204,-3.2631,3.396
1.917848,-0.2302,0.8614,-1.7825,1.993
1.925331,-0.7554,0.9293,-0.1851,1.212
1.927969,-1.3049,0.8942,1.3286,2.066
1.932951,-1.8574,0.6724,2.7304,3.370
1.938547,-2.5881,0.2502,3.7855,4.592
1.943143,-3.4574,-0.1208,4.4061,5.602
1.948381,-4.1401,-0.1963,4.0689,5.808
1.952832,-5.5299,1.5988,2.8788,6.436
1.959591,-5.5995,1.0592,1.0054,5.787
1.963168,-5.3275,0.2296,-0.1946,5.336
1.968373,-4.9958,0.1552,-0.9335,5.085
1.982984,-3.9404,0.7350,-1.0678,4.148
1.986084,-3.1247,1.4612,-1.5306,3.774
1.987872,-1.4537,2.4191,-1.1338,3.042
2.009142,0.3614,4.0663,-0.7749,4.155
2.010847,-0.0052,6.0074,-1.5673,6.209
2.011931,3.5202,7.7383,0.2991,8.507
2.013096,8.0421,8.3241,1.3697,11.655
2.014581,10.4203,8.1271,-0.1312,13.216
2.015492,13.1354,8.2291,-0.3877,15.505
2.023185,13.5022,8.2751,-1.2088,15.882
2.026175,13.7562,8.4968,-0.6898,16.183
2.034938,15.2970,8.2385,1.2707,17.421
2.036984,13.4514,7.5819,0.9317,15.469
2.038583,11.0206,6.6094,0.1698,12.852
2.050094,8.1788,5.2194,0.1888,9.704
2.051557,6.3140,3.8995,0.8410,7.469
2.052319,5.2275,3.3633,1.4216,6.376
2.066677,5.1786,3.3022,1.8848,6.425
2.067663,5.6682,3.5218,2.2212,7.033
2.068598,6.7620,3.4996,2.7580,8.098
2.073890,7.5750,3.2086,2.8316,8.700
2.076707,7.9621,3.1514,2.5392,8.932
2.081778,8.3199,3.0479,1.7915,9.040
2.086440,8.5950,2.9983,1.1593,9.176
2.092101,8.3173,2.9714,0.6014,8.853
2.096772,6.6732,4.0901,-0.3751,7.836
2.101663,7.1744,3.5515,-1.9206,8.233
2.106416,8.4079,1.8419,-1.3421,8.711
2.111939,7.9038,0.7494,-0.3775,7.948
2.116711,6.6792,-0.0785,0.2356,6.684
2.122203,5.5336,-0.3688,0.6106,5.579
2.129576,4.9852,-0.1225,0.8476,5.058
2.131829,4.8425,0.2179,2.0228,5.253
2.137250,4.9881,-0.3578,2.9062,5.784
2.157045,4.8383,-1.1572,2.1386,5.415
2.161527,4.8493,-2.0210,-0.6583,5.295
2.163359,4.3037,-1.2663,-3.6306,5.771
2.165679,3.4373,-0.1922,-6.5821,7.428
2.167055,2.1196,0.6037,-8.7003,8.975
2.170358,0.7555,1.2384,-10.4914,10.591
2.173602,-0.1526,1.4936,-11.6754,11.771
2.188555,0.0443,1.7548,-12.4983,12.621
2.191203,-0.1539,2.5347,-12.9417,13.189
2.192452,-0.2878,2.1130,-12.8718,13.047
2.197778,-0.8064,1.7317,-11.6550,11.811
2.199867,-1.8853,1.8761,-11.3874,11.694
2.202840,-1.6928,1.8559,-10.7179,11.008
2.207100,-0.9817,1.7487,-9.2978,9.512
2.216252,-0.6283,1.4969,-7.5120,7.685
2.217354,-1.0624,1.4744,-6.8208,7.059
2.233023,-1.3153,0.8184,-6.4631,6.646
2.235038,-0.7182,-0.3808,-5.4863,5.546
2.236008,-0.4790,-1.4867,-4.5546,4.815
2.236751,-0.3433,-2.4321,-3.4479,4.233
2.248661,-0.1191,-3.1539,-1.9706,3.721
2.249905,0.3630,-3.9532,-0.6261,4.019
2.250482,1.3548,-4.6410,0.5128,4.862
2.268474,2.4143,-4.1050,1.1993,4.911
2.270606,3.4807,-3.0581,1.2195,4.791
2.271654,3.1336,-2.5514,0.4086,4.062
2.272244,3.1678,-3.4394,-0.3043,4.686
2.286435,3.8362,-4.6805,-0.5041,6.073
2.288432,2.5209,-4.5911,0.8929,5.313
2.289374,1.4104,-4.3291,2.3570,5.127
2.290287,0.6057,-4.0749,2.3714,4.753
2.295646,-1.1711,-2.9395,3.0848,4.419
2.300386,-2.1534,-2.1110,3.5557,4.662
2.305454,-2.3600,-1.9651,3.4328,4.606
2.318405,-2.5181,-2.0942,3.3647,4.696
2.321651,-2.9072,-2.2564,2.8947,4.682
2.323178,-3.7976,-2.3276,1.8964,4.841
2.337052,-3.5038,-1.7250,0.6743,3.963
2.339600,-2.9480,-1.4909,-0.7942,3.398
2.341297,-1.1521,-1.4057,-2.1544,2.819
2.343023,0.7161,-1.5636,-2.6852,3.189
2.345940,0.2425,-1.9651,-2.9106,3.520
2.351502,-0.1269,-2.0365,-1.9079,2.793
2.356256,-1.2596,-1.6408,-0.1322,2.073
2.361447,-1.4774,-1.6770,2.3531,3.245
2.365622,0.4453,-2.1266,3.1041,3.789
2.371855,2.9371,-2.7035,2.3244,4.619
2.385071,4.1364,-2.0543,1.4089,4.829
2.387568,2.4580,-0.2113,0.9767,2.653
2.392914,1.1478,0.6807,1.8183,2.255
2.395101,0.3064,0.4756,3.4305,3.477
2.414624,0.0356,-0.0386,4.3535,4.354
2.416202,-0.0264,-0.6234,4.5001,4.543
2.416773,-0.3410,-0.8565,4.1089,4.211
2.417269,-0.7497,-0.6542,2.1535,2.372
2.417791,-0.8520,-0.5472,0.6632,1.210
2.421120,-1.5954,-0.6991,0.8906,1.956
2.425946,-2.1454,-0.2834,4.1945,4.720
2.430623,-1.5333,-0.4846,2.9642,3.372
2.434971,-1.8341,-0.7056,1.6331,2.555
2.439259,-0.7073,-1.0594,0.9458,1.587
2.444415,0.1938,-1.1799,-0.2326,1.218
2.449674,0.2082,-0.7835,-2.2191,2.363
2.455129,-0.6195,-0.5802,-3.6058,3.704
2.463039,-2.2441,-0.0694,-3.6435,4.280
2.465573,-3.5688,-0.1175,-1.5603,3.897
2.469625,-3.0755,0.0916,0.5719,3.130
2.475719,-3.3894,-0.1130,-1.8769,3.876
2.482064,-3.9474,-0.6798,-2.5876,4.769
2.484181,-3.6735,-2.1371,-2.7737,5.075
2.488914,-4.0182,-0.3583,-5.0234,6.443
2.499851,-3.4386,0.8865,-2.5784,4.388
2.501569,-1.7005,0.2955,0.8628,1.930
2.505356,-0.5899,-1.0555,2.1795,2.492
2.519112,-1.3095,-1.2868,1.9771,2.698
2.520498,-2.7959,-0.6466,1.3316,3.164
2.521097,-2.9029,-0.3659,0.4649,2.963
2.530340,-2.4634,-0.0826,-0.2843,2.481
2.531575,-1.6499,-0.3340,-0.5513,1.771
2.533877,-0.5533,-0.4958,-0.5372,0.917
2.539362,0.2786,-0.4075,-0.2679,0.562
2.544083,0.7576,0.1464,0.2479,0.810
2.548705,1.8503,0.1451,1.0243,2.120
2.553852,2.2338,0.0422,1.2670,2.568
2.559329,2.0189,0.2654,1.5241,2.543
2.564235,1.9852,0.1171,1.5520,2.523
2.568928,2.0698,-0.7209,1.6716,2.756
2.576083,1.6885,-1.2533,1.8959,2.831
2.580119,0.8363,-1.2363,2.1821,2.644
2.583873,0.2928,-1.4509,2.3843,2.806
2.588291,-0.1241,-1.3157,2.5613,2.882
2.595076,-0.7256,-0.8914,2.6564,2.894
2.598345,-1.2938,-0.6462,2.4541,2.849
2.604082,-1.5368,0.1291,1.9029,2.449
2.609985,-0.8875,0.5857,1.2676,1.655
2.613899,0.0344,1.0322,0.7097,1.253
2.619432,1.3065,1.1309,0.0642,1.729
2.641198,1.8594,1.4334,-0.1512,2.353
2.645100,2.1565,1.7482,-0.3334,2.796
2.646771,2.0669,1.8163,-0.3066,2.769
2.648022,1.6192,1.8562,0.3179,2.484
2.649194,1.2777,2.0806,0.6060,2.516
2.650557,1.7273,1.4117,0.7903,2.367
2.654074,1.6917,0.8138,0.7089,2.007
2.662934,0.8264,0.4770,0.8674,1.290
2.666465,-0.7888,0.4805,1.9364,2.145
2.668284,-2.5502,0.8451,2.0762,3.395
2.673514,-3.5435,1.1358,1.4344,3.988
2.680481,-3.6451,1.4838,0.5212,3.970
2.683974,-2.7623,2.0023,-0.5859,3.462
2.688839,-1.3513,2.4765,-1.5447,3.216
