time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.620063,-1.4663,-1.2412,1.3367,2.340
0.628184,-1.3866,-1.3733,1.2322,2.308
0.635405,-1.2307,-1.5779,1.0023,2.238
0.636133,-1.0298,-1.8299,0.6986,2.213
0.659587,-0.8556,-2.0224,0.5637,2.267
0.660694,-0.6822,-2.0599,0.5535,2.239
0.661080,-0.6503,-1.9601,0.5000,2.125
0.661450,-0.8098,-1.7763,0.3253,1.979
0.661810,-1.0808,-1.5365,-0.0143,1.879
0.666178,-1.4029,-1.3379,-0.3070,1.963
0.669996,-1.6631,-1.1888,-0.4564,2.095
0.674703,-1.8088,-1.1032,-0.4717,2.171
0.680180,-1.7445,-0.9309,-0.4947,2.038
0.686479,-1.5779,-0.9462,-0.7667,1.993
0.691036,-1.3425,-1.0622,-0.8245,1.900
0.695092,-1.2159,-1.0955,-0.7855,1.815
0.699693,-1.2145,-1.1110,-0.6664,1.776
0.704479,-1.2140,-1.1136,-0.4410,1.705
0.709112,-1.2259,-1.0536,-0.2356,1.634
0.714191,-1.2792,-0.9881,0.0695,1.618
0.719013,-1.4430,-0.9225,0.3947,1.758
0.725389,-1.5830,-0.8458,0.7225,1.935
0.729763,-1.7617,-0.7001,1.0282,2.157
0.736004,-1.9907,-0.3910,1.2272,2.371
0.756367,-1.9902,-0.4783,1.2854,2.417
0.762610,-2.1525,-0.3022,1.3379,2.552
0.763653,-2.2813,-0.2284,1.1585,2.569
0.764324,-2.2856,-0.3333,0.9348,2.492
0.764832,-2.2375,-0.4850,0.6618,2.383
0.767019,-2.2158,-0.4036,0.3971,2.287
0.769599,-2.1060,-0.2991,0.2889,2.147
0.774760,-1.9227,-0.2002,0.2130,1.945
0.779241,-1.7615,-0.1210,0.1339,1.771
0.783740,-1.6628,-0.0476,0.0355,1.664
0.789727,-1.5838,-0.0196,-0.0937,1.587
0.795642,-1.5817,0.0462,-0.1555,1.590
0.800098,-1.6729,0.1014,-0.1525,1.683
0.804722,-1.7998,0.1964,-0.2112,1.823
0.809113,-1.8736,0.2587,-0.3002,1.915
0.814087,-1.8560,0.3052,-0.3067,1.906
0.819283,-1.7826,0.4095,-0.2070,1.841
0.825514,-1.7160,0.4812,-0.2324,1.797
0.829901,-1.6248,0.5702,-0.1792,1.731
0.834298,-1.5161,0.6289,-0.0906,1.644
0.842326,-1.4044,0.6739,-0.0073,1.558
0.846396,-1.3210,0.6939,0.0610,1.493
0.850759,-1.2587,0.6695,0.0637,1.427
0.854069,-1.2293,0.6724,0.1702,1.411
0.864235,-1.2043,0.7102,0.2994,1.430
0.865384,-1.1645,0.7684,0.4173,1.456
0.869644,-1.1603,0.8089,0.4855,1.495
0.882990,-1.2107,0.8172,0.5016,1.544
0.884236,-1.2773,0.7980,0.4845,1.582
0.884644,-1.2906,0.7607,0.4606,1.567
0.888816,-1.2724,0.7345,0.4611,1.540
0.894316,-1.2825,0.6716,0.4286,1.510
0.898715,-1.3306,0.5792,0.4277,1.513
0.903944,-1.3399,0.4837,0.4371,1.490
0.909088,-1.3463,0.4327,0.4759,1.492
0.913534,-1.3571,0.4240,0.5110,1.511
0.917614,-1.3674,0.4454,0.5759,1.549
0.924255,-1.3293,0.4896,0.6440,1.556
0.928212,-1.2810,0.5565,0.7627,1.591
0.933775,-1.2634,0.6126,0.9249,1.681
0.937874,-1.2499,0.6579,1.0867,1.782
0.943718,-1.1354,0.6875,1.2122,1.798
0.949052,-1.0183,0.7020,1.3396,1.823
0.952381,-0.9057,0.7323,1.4712,1.876
0.971108,-0.8242,0.7668,1.4870,1.865
0.975040,-0.8070,0.7670,1.4801,1.852
0.976665,-0.8160,0.7596,1.4413,1.822
0.977315,-0.7865,0.7539,1.3563,1.740
0.979142,-0.7996,0.7497,1.3017,1.702
0.982495,-0.8122,0.7660,1.2084,1.645
0.987265,-0.8577,0.7672,1.1627,1.636
0.992238,-0.9694,0.7624,1.1474,1.684
0.997583,-1.1231,0.7369,1.0952,1.733
1.003347,-1.2682,0.6787,1.0076,1.756
1.007257,-1.3787,0.5614,0.9422,1.762
1.012237,-1.3445,0.4523,0.9058,1.683
1.018089,-1.2067,0.3300,0.8479,1.511
1.022929,-1.0278,0.1806,0.7894,1.309
1.027412,-0.7914,0.0163,0.7425,1.085
1.032321,-0.5382,-0.0502,0.6644,0.857
1.037076,-0.2522,-0.0493,0.5415,0.599
1.043178,-0.0435,-0.0478,0.4273,0.432
1.048078,0.1213,-0.0288,0.2674,0.295
1.052209,0.2206,-0.0138,0.2009,0.299
1.060340,0.2596,0.0092,0.1013,0.279
1.062620,0.2549,0.0471,-0.0238,0.260
1.067379,0.2189,0.0878,-0.1092,0.260
1.071661,0.1422,0.1190,-0.1239,0.223
1.080531,0.0968,0.1310,-0.1202,0.202
1.081869,0.0372,0.1165,-0.0387,0.128
1.086733,-0.0318,0.1185,0.0652,0.139
1.098201,-0.1457,0.1320,0.2054,0.284
1.099521,-0.2090,0.1570,0.2955,0.395
1.127114,-0.2455,0.1575,0.3545,0.459
1.128477,-0.2530,0.1601,0.3843,0.487
1.128858,-0.2508,0.1096,0.4256,0.506
1.129178,-0.2102,0.0736,0.4307,0.485
1.129715,-0.1340,0.0330,0.4237,0.446
1.130031,-0.1180,0.0096,0.4570,0.472
1.136079,-0.0927,0.0271,0.4896,0.499
1.136773,-0.0703,0.0237,0.5070,0.512
1.141874,-0.0341,0.0329,0.5068,0.509
1.147220,-0.0485,0.0402,0.5196,0.523
1.152663,-0.0824,0.0765,0.3778,0.394
1.156913,-0.1070,0.0964,0.2445,0.284
1.161821,-0.1485,0.1142,0.1176,0.221
1.167055,-0.1949,0.1822,0.0142,0.267
1.171363,-0.2268,0.2811,-0.1775,0.402
1.175958,-0.2321,0.3677,-0.2964,0.526
1.182002,-0.2445,0.4349,-0.3833,0.629
1.186110,-0.2783,0.5066,-0.4282,0.719
1.193297,-0.2998,0.5659,-0.4550,0.786
1.196563,-0.3450,0.6081,-0.4398,0.826
1.202576,-0.3728,0.6591,-0.4090,0.861
1.206341,-0.3812,0.6834,-0.4103,0.884
1.212508,-0.3844,0.6880,-0.3480,0.861
1.218147,-0.4207,0.6992,-0.2846,0.864
1.221607,-0.4706,0.6952,-0.1750,0.858
1.235622,-0.5176,0.6714,-0.0695,0.851
1.237329,-0.5614,0.6277,0.0696,0.845
1.245957,-0.5998,0.5616,0.2063,0.847
1.246613,-0.6304,0.5116,0.3017,0.866
1.247194,-0.6676,0.4395,0.3893,0.889
1.256497,-0.6971,0.3548,0.4542,0.905
1.257519,-0.6926,0.2864,0.5155,0.910
1.261242,-0.6567,0.2130,0.5633,0.891
1.265457,-0.6063,0.1561,0.5687,0.846
1.271424,-0.5726,0.1134,0.4840,0.758
1.276846,-0.5006,0.0684,0.4554,0.680
1.281355,-0.3976,0.0330,0.3945,0.561
1.286384,-0.2996,0.0217,0.3304,0.447
1.291249,-0.2425,0.0057,0.2828,0.373
1.297280,-0.1927,0.0210,0.3114,0.367
1.300608,-0.1527,0.0484,0.3324,0.369
1.305860,-0.1248,0.0950,0.3842,0.415
1.311975,-0.0946,0.1464,0.4189,0.454
1.316849,-0.0906,0.2095,0.4155,0.474
1.320738,-0.0960,0.2341,0.4048,0.477
1.329247,-0.1179,0.2464,0.3751,0.464
1.331938,-0.1826,0.2440,0.3311,0.450
1.335601,-0.1989,0.2388,0.2584,0.404
1.341252,-0.1863,0.2140,0.1546,0.323
1.346745,-0.1208,0.1746,0.0460,0.217
1.352903,-0.0385,0.1471,-0.0215,0.154
1.356445,0.0747,0.1076,-0.1030,0.167
1.362431,0.1374,0.0853,-0.1625,0.229
1.365907,0.1806,0.0775,-0.1330,0.237
1.370327,0.2091,0.0654,-0.1201,0.250
1.376532,0.2326,0.0536,-0.0997,0.259
1.380148,0.2223,0.0636,-0.0409,0.235
1.384805,0.1856,0.0786,0.0349,0.205
1.389909,0.1823,0.0816,0.1010,0.224
1.399049,0.1599,0.0442,0.1408,0.218
1.402338,0.1350,0.0235,0.1445,0.199
1.407899,0.1101,0.0173,0.1818,0.213
1.426913,0.0996,-0.0009,0.1903,0.215
1.427714,0.0796,0.0097,0.1989,0.214
1.427987,0.0596,0.0226,0.1812,0.192
1.428247,0.0349,0.0306,0.1827,0.189
1.430651,0.0080,0.0288,0.1698,0.172
1.434966,-0.0188,0.0318,0.1449,0.150
1.440362,0.0046,0.0012,0.1319,0.132
1.444583,0.0376,0.0067,0.1186,0.125
1.449397,0.0633,0.0145,0.1266,0.142
1.453834,0.0770,0.0033,0.1414,0.161
1.459607,0.1287,-0.0101,0.1442,0.194
1.464500,0.1371,-0.0184,0.1755,0.223
1.469460,0.1189,-0.0479,0.1589,0.204
1.474422,0.0863,-0.0437,0.1613,0.188
1.480036,0.0536,0.0084,0.1687,0.177
1.484571,0.0234,0.0557,0.1545,0.166
1.488773,-0.0259,0.0790,0.1333,0.157
1.495106,-0.0821,0.0805,0.1505,0.189
1.499801,-0.0880,0.0626,0.1411,0.178
1.504627,-0.0481,0.0159,0.0860,0.100
1.509153,-0.0250,0.0098,0.0332,0.043
1.516040,0.0102,0.0178,-0.0127,0.024
1.519851,0.0522,0.0352,-0.0772,0.100
1.523276,0.1151,0.0310,-0.1129,0.164
1.530890,0.1703,0.0128,-0.1529,0.229
1.534098,0.2106,0.0140,-0.1734,0.273
1.539046,0.2408,-0.0177,-0.1841,0.304
1.545204,0.2634,-0.0300,-0.1779,0.319
1.548582,0.2642,-0.0347,-0.1666,0.314
1.554558,0.2339,-0.0058,-0.1384,0.272
1.559099,0.1942,0.0017,-0.0959,0.217
1.564240,0.1642,-0.0003,-0.0914,0.188
1.569385,0.1107,-0.0094,-0.0722,0.133
1.573407,0.0649,-0.0042,-0.0409,0.077
1.578753,-0.0303,-0.0017,-0.0190,0.036
1.583433,-0.1387,0.0242,0.0028,0.141
1.588395,-0.2029,0.0398,0.0054,0.207
1.594480,-0.1784,0.0168,0.0173,0.180
1.598636,-0.0921,0.0222,0.0785,0.123
1.603248,-0.0206,0.0155,0.0649,0.070
1.608096,0.0312,-0.0243,0.0010,0.040
1.618547,0.0824,-0.0825,-0.0773,0.140
1.621577,0.0950,-0.1020,-0.1482,0.203
1.623411,0.0908,-0.0808,-0.1831,0.220
1.632227,0.0746,-0.0192,-0.1988,0.213
1.640727,0.0679,0.0300,-0.1883,0.202
1.645216,0.0756,0.0645,-0.1992,0.223
1.645700,0.0667,0.0654,-0.1958,0.217
1.659737,0.0484,0.0710,-0.1969,0.215
1.660876,0.0304,0.0598,-0.1479,0.162
1.662379,0.0459,0.0461,-0.1298,0.145
1.662783,0.0732,0.0277,-0.1116,0.136
1.667739,0.0909,0.0046,-0.0932,0.130
1.672557,0.0941,-0.0491,-0.0913,0.140
1.678789,0.1044,-0.0833,-0.0443,0.141
1.683238,0.1525,-0.0982,-0.0190,0.182
1.688423,0.1668,-0.0914,0.0132,0.191
1.693298,0.1548,-0.0609,0.0072,0.167
1.698447,0.1476,-0.0518,0.0224,0.158
1.702697,0.1404,-0.0356,0.0279,0.148
1.707637,0.1118,-0.0195,0.0238,0.116
1.712806,0.0740,-0.0035,0.0220,0.077
1.717261,0.0247,-0.0067,-0.0036,0.026
1.723136,-0.0170,-0.0078,0.0017,0.019
1.730768,-0.0201,0.0005,0.0117,0.023
1.735563,-0.0255,0.0276,0.0310,0.049
1.737478,-0.0284,0.0401,0.0428,0.065
1.742667,-0.0619,0.0333,0.0283,0.076
1.754824,-0.0664,0.0262,-0.0171,0.073
1.756499,-0.0802,-0.0166,-0.0386,0.091
1.757981,-0.0368,-0.0402,-0.0623,0.083
1.775248,0.0254,-0.0614,-0.0932,0.114
1.777403,0.1012,-0.0633,-0.1001,0.156
1.777975,0.1787,-0.0698,-0.0998,0.216
1.778386,0.2150,-0.0737,-0.0946,0.246
1.783632,0.2223,-0.0798,-0.1273,0.268
1.786944,0.2294,-0.0760,-0.1240,0.272
1.791712,0.2172,-0.1053,-0.1347,0.276
1.801302,0.2169,-0.1010,-0.0856,0.254
1.802568,0.2046,-0.0895,-0.0511,0.229
1.806580,0.2089,-0.0850,-0.0119,0.226
1.814910,0.1893,-0.0567,0.0481,0.203
1.817334,0.1604,-0.0406,0.1361,0.214
1.822142,0.1223,-0.0388,0.1897,0.229
1.829922,0.0584,-0.0276,0.2260,0.235
1.831680,-0.0119,-0.0309,0.2046,0.207
1.836789,-0.0483,-0.0130,0.1688,0.176
1.841811,-0.0509,-0.0120,0.1117,0.123
1.848242,-0.0486,-0.0231,0.0453,0.070
1.852001,-0.0415,-0.0319,-0.0445,0.069
1.856561,-0.0131,-0.0548,-0.1147,0.128
1.867923,0.0175,-0.0658,-0.2033,0.214
1.869273,0.0621,-0.0576,-0.2363,0.251
1.880197,0.0826,-0.0567,-0.2663,0.285
1.881044,0.1052,-0.0580,-0.2079,0.240
1.891981,0.1180,-0.0711,-0.1377,0.195
1.893002,0.1282,-0.0839,-0.0727,0.170
1.893631,0.1263,-0.0846,0.0061,0.152
1.896555,0.1171,-0.0660,0.1080,0.172
1.901529,0.1246,-0.0476,0.1850,0.228
1.906000,0.1058,-0.0078,0.2040,0.230
1.912499,0.0658,0.0293,0.2153,0.227
1.917064,0.0215,0.0755,0.1715,0.189
1.921986,-0.0223,0.1116,0.0994,0.151
1.926986,-0.0442,0.1068,-0.0148,0.117
1.931069,-0.0586,0.1065,-0.1163,0.168
1.935995,-0.0725,0.0893,-0.1906,0.223
1.941415,-0.0957,0.0743,-0.2548,0.282
1.947187,-0.1017,0.0496,-0.2615,0.285
1.951258,-0.0554,0.0227,-0.3109,0.317
1.956410,-0.0237,0.0220,-0.3265,0.328
1.963929,0.0197,-0.0213,-0.3395,0.341
1.967349,0.0673,-0.0476,-0.3141,0.325
1.971941,0.0907,-0.0522,-0.2622,0.282
1.976150,0.0924,-0.0613,-0.1961,0.225
1.987058,0.0868,-0.0631,-0.1325,0.171
1.988090,0.0836,-0.0554,-0.0737,0.124
1.991732,0.0591,-0.0382,-0.0032,0.070
2.020697,0.0254,-0.0308,0.0715,0.082
2.022683,-0.0057,-0.0401,0.1479,0.153
2.025561,-0.0294,-0.0398,0.1974,0.204
2.026547,-0.0456,-0.0396,0.1845,0.194
2.027360,-0.0640,-0.0325,0.1642,0.179
2.028529,-0.0893,-0.0088,0.1606,0.184
2.029471,-0.1071,-0.0093,0.1280,0.167
2.049008,-0.1152,-0.0051,0.0716,0.136
2.050754,-0.1206,0.0155,-0.0014,0.122
2.051301,-0.1425,0.0119,-0.0837,0.166
2.051684,-0.1829,0.0176,-0.1062,0.212
2.052016,-0.1587,0.0349,-0.0907,0.186
2.055496,-0.0942,0.0424,-0.1018,0.145
2.060341,-0.0231,0.0451,-0.1178,0.128
2.066340,0.0473,0.0384,-0.1671,0.178
2.072272,0.0293,0.0412,-0.1780,0.185
2.076337,0.0636,0.0156,-0.2264,0.236
2.079970,0.1164,-0.0167,-0.2808,0.304
2.085743,0.1639,-0.0272,-0.2414,0.293
2.090719,0.1893,-0.0397,-0.2325,0.302
2.094804,0.1787,-0.0304,-0.1282,0.222
2.100810,0.1443,-0.0093,-0.0552,0.155
2.105715,0.1007,0.0141,0.0223,0.104
2.110709,0.0861,0.0395,0.0731,0.120
2.115866,0.0811,0.0315,0.1043,0.136
2.121311,0.0786,0.0140,0.1018,0.129
2.125841,0.0737,-0.0081,0.0682,0.101
2.138174,0.0736,-0.0230,0.0182,0.079
2.139943,0.0829,-0.0661,-0.0387,0.113
2.140423,0.1157,-0.0920,-0.0810,0.169
2.145058,0.1410,-0.0937,-0.1017,0.197
2.150009,0.1420,-0.0737,-0.1340,0.209
2.155629,0.1310,-0.0727,-0.1420,0.206
2.160258,0.0820,-0.0597,-0.0951,0.139
2.164627,0.0547,-0.0491,-0.0650,0.098
2.170333,0.0206,-0.0245,-0.0112,0.034
2.174306,0.0106,0.0046,-0.0122,0.017
2.180233,0.0104,0.0260,0.0013,0.028
2.188207,0.0341,0.0162,0.0265,0.046
2.190171,0.0766,-0.0268,0.0302,0.087
2.194022,0.1022,-0.0552,0.0293,0.120
2.200134,0.1488,-0.1023,0.0308,0.183
2.204493,0.1900,-0.1391,0.0490,0.241
2.209611,0.2163,-0.1657,0.0813,0.284
2.231123,0.2302,-0.1657,0.1181,0.307
2.232345,0.1891,-0.1225,0.1687,0.281
2.234118,0.1481,-0.0913,0.1735,0.246
2.235061,0.1145,-0.0650,0.1709,0.216
2.235676,0.0549,-0.0435,0.1608,0.175
2.241265,0.0196,-0.0198,0.1388,0.142
2.244455,-0.0249,0.0084,0.1286,0.131
2.249525,-0.0547,0.0552,0.1208,0.144
2.255285,-0.0864,0.0896,0.0512,0.135
2.259043,-0.1248,0.1188,0.0296,0.175
2.264162,-0.1461,0.1284,0.0059,0.195
2.269005,-0.1313,0.1424,-0.0437,0.199
2.274137,-0.1237,0.1276,-0.0666,0.190
2.280947,-0.0969,0.1151,-0.0463,0.157
2.284307,-0.0844,0.0930,-0.0402,0.132
2.289641,-0.0790,0.0804,-0.0197,0.114
2.293724,-0.0806,0.0748,0.0223,0.112
2.298894,-0.0964,0.0739,0.0616,0.136
2.307157,-0.0975,0.0609,0.0839,0.142
2.309823,-0.0842,0.0406,0.1344,0.164
2.315752,-0.0568,-0.0056,0.1391,0.150
2.321228,-0.0343,-0.0444,0.1196,0.132
2.323103,0.0093,-0.0874,0.1025,0.135
2.328034,0.0048,-0.1062,0.0829,0.135
2.335602,-0.0045,-0.1032,0.1131,0.153
2.338286,-0.0091,-0.0787,0.1046,0.131
2.343767,-0.0065,-0.0567,0.1052,0.120
2.353258,-0.0042,-0.0443,0.0958,0.106
2.354419,0.0005,-0.0414,0.0574,0.071
2.364674,0.0265,-0.0242,0.0214,0.042
2.365401,0.0165,0.0096,-0.0142,0.024
2.374437,0.0162,0.0263,-0.0304,0.043
2.375596,0.0065,0.0571,-0.0772,0.096
2.377847,-0.0101,0.0684,-0.1115,0.131
2.389060,0.0093,0.0795,-0.1380,0.159
2.391210,0.0238,0.0760,-0.1519,0.171
2.393839,0.0264,0.0701,-0.1722,0.188
2.405708,0.0410,0.0404,-0.1610,0.171
2.406464,0.0506,0.0109,-0.1469,0.156
2.408218,0.0388,-0.0111,-0.1491,0.154
2.413182,0.0437,-0.0021,-0.1344,0.141
2.419860,0.0486,0.0091,-0.0724,0.088
2.422597,0.0676,0.0132,-0.0348,0.077
2.427432,0.0840,0.0198,-0.0050,0.086
2.437733,0.1097,0.0051,0.0029,0.110
2.438709,0.1041,-0.0283,0.0151,0.109
2.443084,0.1008,-0.0257,0.0270,0.107
2.457963,0.1094,-0.0253,0.0290,0.116
2.460181,0.1083,-0.0154,0.0710,0.130
2.460998,0.1120,-0.0055,0.1079,0.156
2.477267,0.1036,-0.0099,0.0871,0.136
2.478953,0.0904,-0.0140,0.0547,0.107
2.480624,0.0513,-0.0015,0.0227,0.056
2.482796,-0.0065,0.0180,0.0198,0.028
2.483961,-0.0517,0.0347,0.0027,0.062
2.490516,-0.0703,0.0392,0.0072,0.081
2.493240,-0.0601,0.0268,-0.0263,0.071
2.508456,-0.0592,-0.0071,-0.0593,0.084
2.510144,-0.0653,-0.0552,-0.0374,0.093
2.510950,-0.0355,-0.1031,-0.0418,0.117
2.540393,0.0106,-0.1435,-0.0130,0.144
2.541513,0.0871,-0.1573,-0.0036,0.180
2.541934,0.1509,-0.1588,0.0744,0.231
2.542238,0.1995,-0.1457,0.0661,0.256
2.542519,0.2094,-0.1203,0.0576,0.248
2.542796,0.2071,-0.1092,0.0206,0.235
2.543090,0.2307,-0.0693,0.0765,0.253
2.550031,0.1447,0.0156,0.0488,0.154
2.553753,0.1069,0.0618,-0.0166,0.125
2.557979,0.0909,0.0814,-0.0337,0.127
2.563212,0.0538,0.1006,-0.0646,0.131
2.568544,-0.0066,0.1170,-0.0878,0.146
2.573831,-0.0329,0.1116,-0.1032,0.156
2.577581,-0.0375,0.1109,-0.0826,0.143
2.582139,-0.0301,0.1075,-0.0646,0.129
2.586665,-0.0297,0.0875,-0.0326,0.098
2.591414,-0.0174,0.0771,-0.0294,0.084
2.596119,0.0138,0.0643,-0.0308,0.073
2.602602,0.0304,0.0374,0.0057,0.049
2.607033,0.0445,0.0204,0.0063,0.049
2.612129,0.0418,-0.0131,0.0165,0.047
2.620921,0.0272,-0.0415,0.0883,0.101
2.622713,0.0128,-0.0531,0.1143,0.127
2.627150,0.0150,-0.0763,0.1850,0.201
2.634395,0.0099,-0.1016,0.2264,0.248
2.654868,-0.0023,-0.0933,0.2602,0.276
2.655412,0.0069,-0.1016,0.2743,0.293
2.655560,-0.0101,-0.0909,0.2640,0.279
2.655705,-0.0009,-0.0754,0.2488,0.260
2.656217,0.0010,-0.0623,0.2167,0.226
2.661217,-0.0042,-0.0303,0.1609,0.164
2.666607,-0.0260,-0.0224,0.0651,0.074
2.671928,-0.0618,-0.0051,0.0127,0.063
2.677179,-0.0782,-0.0022,-0.0107,0.079
2.682160,-0.0754,0.0195,-0.0409,0.088
2.685878,-0.1034,0.0267,-0.0470,0.117
2.691444,-0.1097,0.0383,-0.0838,0.143
2.695618,-0.1134,0.0403,-0.0917,0.151
2.704459,-0.0931,0.0586,-0.1324,0.172
