time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.814538,0.0517,-0.0303,-0.1199,0.134
0.818641,-0.3587,0.0224,-0.0431,0.362
0.826383,-0.3003,0.0942,0.2488,0.401
0.830596,-0.1825,0.0558,0.3544,0.402
0.834387,0.0716,-0.1211,0.2378,0.276
0.839117,0.0196,-0.2235,-0.0221,0.225
0.848944,-0.2240,-0.0748,-0.1025,0.257
0.850853,-0.1518,0.1285,0.0491,0.205
0.856008,0.1164,0.1592,0.1889,0.273
0.862741,0.3582,0.1754,0.3268,0.516
0.866254,0.4086,0.0315,0.1973,0.455
0.869843,0.3447,-0.1479,-0.0513,0.379
0.874592,0.1787,-0.2886,-0.1946,0.391
0.883804,0.1304,-0.3383,-0.2021,0.415
0.886407,0.0249,-0.2922,-0.0905,0.307
0.890391,0.0800,-0.2367,-0.0154,0.250
0.896060,0.0323,-0.1478,0.0737,0.168
0.902864,0.1164,-0.0544,0.0503,0.138
0.905798,0.1193,0.0316,0.0221,0.125
0.928461,0.0150,0.0768,-0.1303,0.152
0.930776,-0.0054,0.2818,0.0212,0.283
0.933857,0.1661,0.0971,-0.0902,0.212
0.934648,0.2446,-0.0324,-0.2015,0.319
0.935304,-0.3139,0.3616,0.2109,0.523
0.935947,-0.5262,0.5899,0.2626,0.833
0.939933,-0.4088,0.4331,-0.0149,0.596
0.948226,-0.2508,0.1954,-0.2079,0.380
0.949598,0.1802,-0.0417,-0.3509,0.397
0.954165,0.5085,-0.0539,-0.2624,0.575
0.961852,0.5474,0.1228,-0.0882,0.568
0.963357,0.5601,0.1986,-0.1150,0.605
0.968024,0.4512,0.1835,-0.1609,0.513
0.972971,0.3617,0.0324,-0.2834,0.461
0.979254,0.1647,-0.2212,-0.2005,0.341
0.983711,0.2361,-0.4812,-0.2714,0.601
0.987764,0.2052,-0.5735,-0.1659,0.631
0.995049,0.1556,-0.3813,0.0752,0.419
0.997724,0.0994,-0.0295,0.2898,0.308
1.003054,0.0457,0.2784,0.2464,0.375
1.007716,-0.0629,0.4328,0.0532,0.441
1.015007,-0.1621,0.4649,-0.1489,0.514
1.018566,-0.2663,0.2892,-0.2815,0.484
1.023490,-0.4355,0.1785,-0.2875,0.551
1.029645,-0.5789,-0.0227,-0.1957,0.611
1.033523,-0.4620,-0.1851,0.0271,0.498
1.039866,-0.2619,-0.3807,0.1395,0.483
1.044698,0.0412,-0.5281,0.2205,0.574
1.049601,0.2679,-0.5414,0.1890,0.633
1.052596,0.5476,-0.4281,-0.0291,0.696
1.057638,0.4089,-0.3939,-0.1468,0.586
1.068104,0.2366,-0.6296,-0.1169,0.683
1.070263,0.0953,-0.7572,-0.1713,0.782
1.093456,-0.1605,-0.5571,-0.2429,0.629
1.096095,-0.8060,-0.0923,-0.2335,0.844
1.097404,-0.7653,-0.1253,-0.0858,0.780
1.098298,-0.4259,-0.1128,0.2554,0.509
1.098735,1.3111,1.8653,0.7553,2.402
1.099370,0.0892,0.9528,0.4966,1.078
1.101693,-1.0327,-0.5044,0.0542,1.151
1.106443,0.3841,-1.2606,-0.2142,1.335
1.114096,1.1589,-1.3558,-0.1175,1.787
1.117831,0.4836,-1.1068,0.0237,1.208
1.122032,-0.2659,-0.9133,0.1451,0.962
1.128246,-0.6487,-0.7202,0.1105,0.976
1.132332,-0.4933,-0.5871,-0.0442,0.768
1.136490,-0.0199,-0.3347,-0.1347,0.361
1.141301,0.3339,0.0102,-0.0199,0.335
1.147042,0.1205,0.5288,0.2194,0.585
1.151302,-0.1464,0.7309,0.2776,0.795
1.156364,-0.0269,0.7844,0.3656,0.866
1.161845,0.2234,0.5630,0.1870,0.634
1.168446,0.3278,0.4375,-0.1699,0.572
1.171817,0.1143,0.3864,-0.4762,0.624
1.189104,0.0228,0.2853,-0.3213,0.430
1.190942,0.3567,0.0792,0.0532,0.369
1.191644,0.6044,-0.0070,0.2554,0.656
1.207727,0.5848,0.0741,0.1448,0.607
1.208767,0.4566,0.1765,-0.1448,0.510
1.209204,0.3223,0.2667,-0.3002,0.515
1.209563,0.2485,0.3112,-0.2642,0.478
1.212048,0.0382,0.3199,-0.1135,0.342
1.217797,-0.2180,0.2163,0.0131,0.307
1.221216,-0.2593,0.0437,-0.0208,0.264
1.229817,0.0915,0.0697,0.0362,0.121
1.231943,0.2704,0.2772,0.0528,0.391
1.240954,0.1146,0.4556,-0.0353,0.471
1.241977,-0.0292,0.5260,-0.0605,0.530
1.250610,0.0374,0.4386,-0.1331,0.460
1.252862,0.0492,0.4421,-0.2891,0.531
1.256094,-0.1447,0.2928,-0.3854,0.505
1.261682,-0.4056,0.2704,-0.1805,0.520
1.267271,-0.6427,0.4392,0.0458,0.780
1.271638,-0.8084,0.6196,0.3132,1.066
1.276033,-0.7110,0.5701,0.4714,1.026
1.283950,-0.4727,0.2912,0.4177,0.695
1.286837,-0.4671,-0.0445,0.2331,0.524
1.290740,-0.2952,-0.3866,-0.1356,0.505
1.296106,-0.4691,-0.6227,-0.2416,0.816
1.301205,-0.3355,-0.8081,-0.1165,0.883
1.306268,-0.1737,-0.7445,0.0388,0.766
1.320283,-0.0739,-0.5760,0.1961,0.613
1.321700,-0.1963,-0.2548,0.2649,0.417
1.326185,-0.5704,0.1350,0.1117,0.597
1.327092,-0.7395,0.3497,-0.0771,0.822
1.341346,-0.4905,0.3561,-0.0383,0.607
1.342567,-0.1605,0.2644,0.1919,0.364
1.343011,0.1838,0.0175,0.2932,0.346
1.346401,0.1980,-0.2576,-0.0164,0.325
1.350587,0.2794,-0.4580,-0.3832,0.659
1.355284,0.1190,-0.4883,-0.5472,0.743
1.363228,0.1473,-0.4635,-0.3940,0.626
1.366200,0.0580,-0.3813,-0.2609,0.466
1.371336,0.1243,-0.3136,-0.0091,0.337
1.375870,0.4400,-0.3153,0.1681,0.567
1.382052,0.2467,-0.1594,0.1109,0.314
1.385860,0.1759,0.0727,-0.0177,0.191
1.390657,-0.0049,0.2757,-0.2250,0.356
1.400330,0.1493,0.3373,-0.4178,0.557
1.402061,0.2800,0.3463,-0.5963,0.744
1.407232,0.1622,0.4054,-0.6027,0.744
1.412375,-0.0008,0.4238,-0.5235,0.674
1.415204,-0.2168,0.3682,-0.3945,0.582
1.420471,-0.4234,0.3151,-0.2492,0.584
1.425187,-0.3407,0.2263,-0.0445,0.411
1.432105,0.0025,0.1233,0.2199,0.252
1.435983,-0.0420,0.0873,0.1786,0.203
1.440098,-0.2114,0.0682,-0.1352,0.260
1.447083,-0.1661,0.0277,-0.3678,0.404
1.450290,0.0752,-0.0438,-0.2466,0.262
1.454773,0.0747,-0.1151,-0.0255,0.140
1.459611,-0.0191,-0.1791,0.0136,0.181
1.465875,-0.0722,-0.2836,-0.0265,0.294
1.470037,-0.1417,-0.2589,-0.0739,0.304
1.474423,-0.1513,-0.0764,-0.1214,0.209
1.486054,-0.1755,0.0842,0.0176,0.195
1.488571,-0.1042,0.1035,0.1113,0.184
1.490286,0.1464,-0.0302,0.1454,0.209
1.497177,0.1027,-0.0896,0.1175,0.180
1.499355,0.0039,-0.0247,-0.0154,0.029
1.505171,0.0174,-0.0195,-0.1171,0.120
1.509565,0.2200,-0.1482,-0.1544,0.307
1.514529,0.3273,-0.2839,-0.1635,0.463
1.519631,0.4854,-0.3284,-0.1827,0.614
1.524553,0.7350,-0.2797,-0.1953,0.810
1.531473,0.7144,-0.0565,-0.2251,0.751
1.534989,1.4199,0.0681,-0.0444,1.422
1.539627,1.2994,0.2880,-0.1887,1.344
1.544385,0.7542,0.5074,-0.3207,0.964
1.551446,0.2478,0.6404,-0.3282,0.761
1.555597,-0.2394,0.6657,-0.2138,0.739
1.560390,-0.7794,0.6957,-0.1350,1.053
1.565443,-1.4758,0.7761,-0.3051,1.695
1.569223,-0.5340,0.3017,0.2092,0.648
1.576582,0.3533,-0.2246,0.5467,0.689
1.581083,0.6055,-0.1813,0.5618,0.846
1.584752,1.0280,-0.2602,0.3671,1.122
1.588905,1.2659,-0.5658,-0.2318,1.406
1.593721,0.4627,0.1306,-0.4263,0.643
1.604878,0.1897,0.8687,-0.3694,0.963
1.606034,0.4135,0.7020,-0.1996,0.839
1.608588,0.2533,0.4303,0.0351,0.501
1.624252,-0.1199,0.2379,-0.1366,0.299
1.625586,-1.1452,0.0867,-0.3252,1.194
1.626131,-0.4107,-0.2840,0.0118,0.499
1.658228,-0.3635,-0.5131,0.2477,0.676
1.659786,0.1838,-0.6892,0.5693,0.913
1.661835,0.1831,-0.7455,0.7259,1.057
1.663358,0.0047,-0.6440,0.6244,0.897
1.665583,-0.5867,-0.5402,0.3942,0.890
1.667781,0.0921,-0.6039,0.2646,0.666
1.668277,0.2882,-0.5145,-0.0444,0.591
1.668644,0.1067,-0.2580,0.0244,0.280
1.668959,0.0329,-0.0378,0.0766,0.092
1.673484,-0.0506,0.1677,0.0548,0.184
1.678240,0.0549,0.2438,0.0212,0.251
1.683690,0.1515,0.2336,0.0910,0.293
1.689312,-0.0199,0.1804,0.1443,0.232
1.693252,0.3067,-0.0449,0.2125,0.376
1.698169,-0.0914,-0.0427,-0.0707,0.123
1.703207,-0.0925,-0.1529,-0.0977,0.204
1.708514,-0.2737,-0.1744,-0.2041,0.383
1.713906,-0.6690,-0.1407,-0.2080,0.715
1.719326,-0.6777,-0.1835,-0.1168,0.712
1.724000,-0.4715,-0.2142,-0.0523,0.521
1.734184,-0.6054,-0.0106,0.0502,0.608
1.736403,-0.5700,0.0803,0.2296,0.620
1.740595,0.0975,-0.0131,0.0192,0.100
1.743621,0.0111,0.0681,-0.0903,0.114
1.754141,0.7100,-0.0134,-0.1517,0.726
1.755305,0.7154,0.1419,-0.1484,0.744
1.758304,0.5824,0.2252,-0.1665,0.646
1.772415,0.2223,0.1888,-0.2132,0.361
1.773555,-0.2000,0.0019,-0.2576,0.326
1.773956,-0.6203,-0.1559,-0.2763,0.697
1.777605,-1.0773,-0.1985,-0.2093,1.115
1.782829,-1.2745,-0.1406,-0.1189,1.288
1.787757,-1.2145,-0.0636,-0.0600,1.218
1.792634,-0.6625,-0.0847,-0.0730,0.672
1.797621,0.0684,-0.0652,-0.0072,0.095
1.802079,0.5769,0.0236,0.1283,0.591
1.807187,0.8055,0.1384,0.0657,0.820
1.812401,0.7929,0.1669,-0.2500,0.848
1.818481,0.7737,0.1022,-0.4556,0.904
1.822019,0.7745,0.0663,-0.4799,0.914
1.827031,0.4867,0.0233,-0.1938,0.524
1.832527,0.0347,0.0043,-0.1879,0.191
1.838083,-0.4530,0.0642,-0.1703,0.488
1.842341,-0.8069,0.1432,-0.1337,0.830
1.849026,-0.6947,-0.0025,-0.1716,0.716
1.852014,-0.4924,-0.1312,-0.1380,0.528
1.857306,-0.4130,-0.0828,-0.0163,0.422
1.861793,-0.4473,-0.0679,-0.0167,0.453
1.872197,0.5472,-0.2490,-0.0748,0.606
1.873326,0.9875,-0.0642,0.2288,1.016
1.877431,0.8377,0.0532,0.2146,0.866
1.891107,0.6527,-0.0185,0.0068,0.653
1.891702,0.4321,-0.0541,-0.2704,0.513
1.891856,0.0539,0.0706,-0.3685,0.379
1.901463,-0.4271,0.3123,-0.2754,0.596
1.902025,-0.5134,0.4244,-0.0891,0.672
1.906536,-0.1518,0.4217,0.0854,0.456
1.911271,0.2392,0.3088,0.2196,0.448
1.915954,0.5565,0.1864,0.2706,0.646
1.921196,0.6633,-0.0195,0.1975,0.692
1.925983,0.7247,-0.2322,0.0386,0.762
1.931002,0.7172,-0.3801,-0.1587,0.827
1.935827,0.5884,-0.4130,-0.1648,0.738
1.940930,0.5036,-0.3573,-0.0328,0.618
1.945658,0.3142,-0.2683,0.1755,0.449
1.951167,0.1877,-0.3110,0.2496,0.441
1.956355,0.1383,-0.3774,0.1969,0.448
1.961568,-0.0756,-0.2263,0.1780,0.298
1.967986,-0.6410,0.1923,0.0494,0.671
1.972032,-1.0921,0.5888,-0.2173,1.260
1.977209,-1.2285,0.8580,-0.4191,1.556
1.987714,-0.9285,0.8519,-0.2571,1.286
1.989665,-0.2947,0.4610,-0.0140,0.547
1.991990,0.3287,-0.1062,0.2290,0.414
1.996401,0.6241,-0.4527,0.2688,0.817
2.000847,0.5705,-0.4855,0.0623,0.752
2.006338,0.3641,-0.2983,-0.2207,0.520
2.010740,0.2374,-0.0874,-0.2384,0.348
2.021215,0.2499,-0.0682,-0.0579,0.265
2.022324,0.2631,-0.1852,0.2446,0.404
2.026648,0.2341,-0.3261,0.3868,0.557
2.031683,0.2298,-0.3114,0.3741,0.538
2.043476,0.0229,-0.0650,0.2258,0.236
2.044436,-0.4377,0.2958,0.0111,0.528
2.045917,-0.5926,0.4863,-0.1458,0.780
2.053118,-0.4494,0.3634,-0.1518,0.598
2.055528,-0.1419,-0.0844,0.0310,0.168
2.060446,0.0333,-0.4932,0.1896,0.529
2.065105,-0.1510,-0.5333,0.1662,0.579
2.071444,-0.4676,-0.1716,-0.0772,0.504
2.076054,-0.5670,0.0605,-0.2153,0.610
2.081238,-0.6669,-0.0209,-0.1958,0.695
2.087499,-0.2117,-0.0161,-0.0761,0.226
2.090926,-0.0722,0.3473,0.2138,0.414
2.095260,0.2038,0.4303,0.0951,0.485
2.100532,0.4925,0.2811,0.0393,0.568
2.107165,0.1934,0.5266,0.0034,0.561
2.110383,-0.5070,1.1421,-0.0623,1.251
2.115792,-1.3393,2.0722,-0.2723,2.482
2.120437,-1.5096,2.5203,-0.5188,2.983
2.125122,-1.6162,3.2975,-0.7325,3.745
2.130801,-0.7131,0.9108,-0.5106,1.264
2.135713,2.9131,-2.9713,0.4719,4.188
2.140032,2.8255,-4.0029,0.8899,4.980
2.145414,1.2137,-2.7259,0.4813,3.022
2.154667,0.6844,-1.2927,-0.4568,1.532
2.155904,0.7694,-0.1984,-0.9198,1.215
2.160302,0.5224,0.5214,-0.3451,0.815
2.168820,0.2209,0.6019,0.1002,0.649
2.171586,-0.0090,0.1824,0.0386,0.187
2.176154,-0.3775,-0.0692,0.0083,0.384
2.180209,-0.7589,-0.0383,0.0979,0.766
2.186064,-0.9275,0.0355,-0.1211,0.936
2.189710,-0.8386,0.0902,-0.2874,0.891
2.195414,-0.5261,0.0182,-0.2555,0.585
2.200849,-0.3057,-0.0967,-0.1213,0.343
2.205671,-0.0864,-0.2687,-0.1095,0.303
2.209414,0.1322,-0.3234,-0.1387,0.376
2.216604,0.2737,-0.2488,-0.1179,0.388
2.219598,0.0129,-0.0428,-0.0876,0.098
2.224735,-0.2507,0.2395,-0.2032,0.402
2.229817,-0.2035,0.4735,-0.2015,0.553
2.236434,-0.1679,0.5206,-0.1324,0.563
2.241605,-0.0432,0.3907,-0.0607,0.398
2.244609,-0.3800,0.3757,0.0545,0.537
2.252079,-0.9015,0.3511,0.2685,1.004
2.256022,0.0748,-0.2617,0.2319,0.358
2.260799,0.8787,-0.6488,0.0204,1.092
2.265074,0.9865,-0.4210,0.3087,1.116
2.270913,0.1917,0.0408,0.4749,0.514
2.276389,-0.4296,0.1839,0.2828,0.546
2.280774,-0.9090,0.1189,0.0245,0.917
2.294365,-1.1217,0.0014,-0.2163,1.142
2.296805,-1.6331,0.0084,-0.1985,1.645
2.300063,-1.7879,-0.0587,-0.0514,1.790
2.319767,-1.5386,-0.1639,0.2054,1.561
2.321674,0.3513,-0.3334,0.0022,0.484
2.322360,4.0384,-0.5243,-0.3719,4.089
2.323295,3.4942,-0.3445,0.3906,3.533
2.324041,1.0676,-0.1652,0.5891,1.230
2.326659,-0.2235,-0.1558,-0.4124,0.494
2.329199,-0.8718,-0.0387,-1.2991,1.565
2.334005,-0.8675,0.1862,-1.3809,1.641
2.338425,-1.1475,0.4062,-0.7344,1.422
2.344435,-1.2284,0.5016,-0.0340,1.327
2.351873,-0.7260,0.2931,0.3217,0.846
2.355574,-0.4438,-0.0490,0.5702,0.724
2.359315,-1.1128,-0.2736,0.9872,1.513
2.363661,-1.9191,-0.2970,1.2979,2.336
2.369391,-0.5804,-0.9924,1.5115,1.899
2.374584,1.3417,-1.9881,-0.5741,2.466
2.378955,2.0145,-2.1836,-0.6615,3.044
2.385548,0.5517,-1.5682,-0.8923,1.887
2.389681,0.2241,-0.6737,-0.8952,1.143
2.394573,0.5335,0.0453,-0.8012,0.964
2.398640,0.5265,0.6343,-0.5904,1.014
2.405077,0.3023,1.0622,-0.2719,1.137
2.408731,-0.0072,1.2503,-0.0558,1.252
2.413157,-0.4862,1.1798,0.1322,1.283
2.422228,-0.7956,0.9421,0.1726,1.245
2.423534,-0.7561,0.5851,0.0939,0.961
2.428761,-0.5211,0.2502,-0.0204,0.578
2.439379,-0.2552,0.0592,-0.0607,0.269
2.440767,-0.0085,-0.0527,-0.0843,0.100
2.442889,0.1354,-0.0376,-0.1920,0.238
2.448318,-0.0030,0.1711,-0.1444,0.224
2.454204,-0.0149,0.2027,-0.1757,0.269
2.458256,0.2964,0.1649,-0.2957,0.450
2.463168,0.6707,0.1247,-0.3177,0.753
2.469438,0.8480,0.0319,-0.1365,0.859
2.473203,0.5405,0.0754,-0.1157,0.558
2.478059,0.3481,0.0998,-0.1857,0.407
2.483272,0.2156,0.1242,-0.1530,0.292
2.487729,-0.0273,0.2849,-0.1874,0.342
2.493390,-0.2056,0.3856,-0.0663,0.442
2.497975,-0.3532,0.5603,-0.0337,0.663
2.503134,-0.3149,0.6272,-0.0273,0.702
2.508305,-0.1987,0.5004,0.3338,0.633
2.515422,-0.1576,0.4956,0.4205,0.669
2.520043,0.0600,0.4548,0.4722,0.658
2.524000,0.2823,0.2586,0.5179,0.644
2.528235,0.4212,0.0792,0.4760,0.640
2.532217,0.7500,-0.2363,0.3797,0.873
2.539767,1.0352,-0.5348,0.2312,1.188
2.542647,1.0858,-0.8163,0.1546,1.367
2.548536,0.5975,-0.8847,0.0777,1.070
2.559283,-0.1290,-0.5657,-0.0208,0.581
2.560501,-1.0093,-0.1250,-0.0858,1.021
2.562376,-1.2451,0.1622,-0.0624,1.257
2.585564,-0.9059,0.2387,0.1263,0.945
2.587267,-0.3330,0.1836,0.3415,0.511
2.587729,0.2401,-0.0007,0.4829,0.539
2.588088,0.7092,-0.2232,0.4095,0.849
2.588593,0.7918,-0.3379,0.2745,0.904
2.592564,0.8539,-0.3331,0.0417,0.917
2.596915,0.9695,-0.2469,-0.1480,1.011
2.603531,1.0289,-0.1370,-0.2901,1.078
2.606879,0.7642,0.0349,-0.2003,0.791
2.612271,0.2660,0.1109,-0.2590,0.387
2.618507,-0.2057,0.1079,-0.3348,0.407
2.622343,-0.4619,0.0333,-0.4826,0.669
2.627555,-0.6517,-0.0052,-0.5688,0.865
2.631919,-0.6604,0.0760,-0.5551,0.866
2.636507,-0.5001,0.2242,-0.3792,0.666
2.642741,-0.4604,0.4487,-0.1196,0.654
2.647796,-0.6207,0.7566,0.0539,0.980
2.654088,-0.8186,0.7319,-0.0474,1.099
2.657882,-0.6635,0.3964,-0.0792,0.777
2.662373,-0.2486,0.0902,0.0349,0.267
2.666769,0.1679,-0.1584,0.2112,0.313
2.672272,0.6276,-0.4042,0.0382,0.747
2.677849,1.0527,-0.5374,-0.2929,1.218
2.682457,1.2977,-0.4936,-0.2606,1.413
2.689430,1.3464,-0.4237,-0.2887,1.441
2.691644,1.0501,-0.2415,-0.3412,1.130
2.697564,0.7242,-0.0716,-0.4157,0.838
